Name,ID
Canthigaster axiologus,6884
Canthigaster callisterna,6886
Canthigaster capistrata,6887
Canthigaster compressa,6888
Canthigaster coronata,6889
Canthigaster criobe,6890
Canthigaster cyanetron,6891
Canthigaster cyanospilota,6892
Canthigaster epilampra,6893
Canthigaster figueiredoi,6894
Canthigaster flavoreticulata,6895
Canthigaster inframacula,6896
Canthigaster investigatoris,6897
Canthigaster jactator,6898
Canthigaster jamestyleri,6899
Canthigaster janthinoptera,6900
Canthigaster leoparda,6901
Canthigaster margaritata,6902
Canthigaster marquesensis,6903
Canthigaster natalensis,6904
Canthigaster ocellicincta,6905
Canthigaster papua,6906
Canthigaster petersii,6907
Canthigaster punctatissima,6909
Canthigaster pygmaea,6911
Canthigaster rapaensis,6912
Canthigaster rivulata,6913
Canthigaster rostrata,6914
Canthigaster sanctaehelenae,6915
Canthigaster smithae,6916
Canthigaster supramacula,6918
Canthigaster tyleri,6919
Canthigaster valentini,6920
Caprodon schlegelii,6973
Capropygia unistriata,6975
Caracanthus maculatus,6994
Caracanthus madagascariensis,6995
Caracanthus typicus,6996
Caracanthus unipinna,6997
Caragobius urolepis,7000
Carangoides bartholomaei,7004
Carangoides chrysophrys,7005
Carangoides ciliarius,7006
Carangoides dinema,7008
Carangoides equula,7009
Carangoides gymnostethus,7012
Carangoides humerosus,7014
Carangoides oblongus,7016
Carangoides otrynter,7018
Carangoides praeustus,7020
Caranx bucculentus,7022
Caranx caballus,7023
Caranx caninus,7024
Caranx heberi,7028
Caranx senegallus,7037
Caranx tille,7039
Caranx vinctus,7040
Carapus acus,7041
Carapus bermudensis,7042
Carapus dubius,7043
Carcharhinus acronotus,7052
Carcharhinus altimus,7054
Carcharhinus amblyrhynchoides,7055
Carcharhinus amboinensis,7057
Carcharhinus brevipinna,7059
Carcharhinus dussumieri,7060
Carcharhinus fitzroyensis,7062
Carcharhinus isodon,7064
Carcharhinus macloti,7068
Carcharhinus perezii,7071
Carcharhinus signatus,7074
Carcharhinus tilstoni,7076
Careproctus albescens,7126
Careproctus colletti,7127
Careproctus cypselurus,7128
Careproctus furcellus,7129
Careproctus gilberti,7130
Careproctus longifilis,7131
Careproctus longipinnis,7132
Careproctus melanurus,7133
Careproctus micropus,7134
Careproctus ranula,7135
Careproctus rastrinus,7136
Careproctus reinhardti,7137
Caristius groenlandicus,7229
Caristius macropus,7230
Carlarius heudelotii,7231
Cataetyx laticeps,7373
Cathorops dasycephalus,7402
Cathorops fuerthii,7403
Cathorops multiradiatus,7404
Cathorops spixii,7405
Cathorops steindachneri,7406
Caulolatilus affinis,7482
Caulolatilus cyanops,7484
Caulolatilus intermedius,7485
Centracanthus cirrus,7590
Centrarchops chapini,7594
Centrarchus macropterus,7595
Centriscus cristatus,7598
Centriscus scutatus,7599
Centroberyx gerrardi,7601
Centroberyx lineatus,7602
Centroberyx spinosus,7603
Centrobranchus andreae,7604
Centrobranchus nigroocellatus,7606
Centrodraco acanthopoma,7611
Centrogenys vaigiensis,7612
Centrolabrus exoletus,7613
Centrophorus harrissoni,7640
Centrophorus moluccensis,7642
Centrophorus zeehaani,7645
Centropogon australis,7646
Centropomus ensiferus,7647
Centropomus medius,7648
Centropomus nigrescens,7649
Centropomus parallelus,7650
Centropomus pectinatus,7651
Centropomus robalito,7652
Centropomus unionensis,7654
Centropomus viridis,7655
Centropristis fuscula,7656
Centropristis ocyurus,7657
Centropristis philadelphica,7658
Centropyge abei,7662
Centropyge acanthops,7663
Centropyge argi,7664
Centropyge aurantia,7665
Centropyge aurantonotus,7666
Centropyge bicolor,7667
Centropyge bispinosa,7668
Centropyge boylei,7669
Centropyge colini,7670
Centropyge debelius,7671
Centropyge eibli,7672
Centropyge ferrugata,7673
Centropyge fisheri,7674
Centropyge flavicauda,7675
Centropyge flavipectoralis,7676
Centropyge heraldi,7678
Centropyge hotumatua,7679
Centropyge interruptus,7680
Centropyge joculator,7681
Centropyge loricula,7682
Centropyge multicolor,7683
Centropyge multispinis,7684
Centropyge nahackyi,7685
Centropyge narcosis,7686
Centropyge nigriocellus,7687
Centropyge nox,7688
Centropyge potteri,7689
Centropyge resplendens,7690
Centropyge tibicen,7692
Centropyge venusta,7693
Centropyge vrolikii,7694
Centroscyllium kamoharai,7696
Centroscyllium nigrum,7697
Centroscymnus cryptacanthus,7700
Centroscymnus plunketi,7702
Cephalopholis cyanostigma,7719
Cephalopholis formosa,7720
Cephalopholis microprion,7724
Cephalopholis nigri,7726
Cephalopholis nigripinnis,7727
Cephalopholis panamensis,7728
Cephalopholis polyspila,7729
Cephaloscyllium laticeps,7741
Cepola australis,7755
Cepola haastii,7756
Cepola pauciradiata,7758
Cepola schlegelii,7759
Ceratias holboelli,7820
Ceratobregma acanthops,7879
Ceratobregma helenae,7880
Ceratoscopelus maderensis,7924
Ceratoscopelus townsendi,7925
Ceratoscopelus warmingii,7926
Cercamia eremia,7932
Cerdale floridana,7952
Cerdale ionthas,7953
Cetonurus crassiceps,8016
Cetonurus globiceps,8017
Cetoscarus ocellatus,8020
Cetostoma regani,8021
Chaenomugil proboscideus,8053
Chaenophryne draco,8054
Chaenophryne longiceps,8055
Chaenopsis alepidota,8056
Chaenopsis limbaughi,8057
Chaenopsis ocellata,8058
Chaetodermis penicilligerus,8204
Chaetodipterus lippei,8207
Chaetodon adiergastos,8209
Chaetodon andamanensis,8210
Chaetodon argentatus,8211
Chaetodon assarius,8212
Chaetodon aureofasciatus,8213
Chaetodon auripes,8215
Chaetodon austriacus,8216
Chaetodon baronessa,8217
Chaetodon blackburnii,8219
Chaetodon burgessi,8220
Chaetodon collare,8223
Chaetodon daedalma,8224
Chaetodon declivis,8225
Chaetodon decussatus,8226
Chaetodon dialeucos,8227
Chaetodon dolosus,8228
Chaetodon falcula,8230
Chaetodon fasciatus,8231
Chaetodon flavirostris,8232
Chaetodon flavocoronatus,8233
Chaetodon fremblii,8234
Chaetodon gardineri,8235
Chaetodon guentheri,8236
Chaetodon guttatissimus,8237
Chaetodon hoefleri,8238
Chaetodon humeralis,8239
Chaetodon interruptus,8240
Chaetodon kleinii,8241
Chaetodon larvatus,8242
Chaetodon leucopleura,8243
Chaetodon litus,8245
Chaetodon madagaskariensis,8248
Chaetodon marleyi,8249
Chaetodon melapterus,8251
Chaetodon mesoleucos,8253
Chaetodon meyeri,8254
Chaetodon mitratus,8256
Chaetodon multicinctus,8257
Chaetodon nigropunctatus,8258
Chaetodon nippon,8259
Chaetodon ocellatus,8260
Chaetodon ocellicaudus,8261
Chaetodon octofasciatus,8262
Chaetodon oxycephalus,8264
Chaetodon paucifasciatus,8265
Chaetodon pelewensis,8266
Chaetodon pictus,8267
Chaetodon plebeius,8268
Chaetodon punctatofasciatus,8269
Chaetodon rafflesii,8271
Chaetodon rainfordi,8272
Chaetodon robustus,8274
Chaetodon sanctaehelenae,8275
Chaetodon selene,8277
Chaetodon semeion,8278
Chaetodon semilarvatus,8279
Chaetodon smithi,8280
Chaetodon speculum,8281
Chaetodon striatus,8282
Chaetodon tinkeri,8283
Chaetodon trichrous,8284
Chaetodon tricinctus,8285
Chaetodon trifasciatus,8287
Chaetodon vagabundus,8290
Chaetodon wiebeli,8291
Chaetodon xanthocephalus,8292
Chaetodon xanthurus,8293
Chaetodon zanzibarensis,8294
Chaetodontoplus ballinae,8295
Chaetodontoplus caeruleopunctatus,8296
Chaetodontoplus conspicillatus,8297
Chaetodontoplus dimidiatus,8298
Chaetodontoplus duboulayi,8299
Chaetodontoplus melanosoma,8300
Chaetodontoplus meredithi,8301
Chaetodontoplus mesoleucus,8302
Chaetodontoplus niger,8303
Chaetodontoplus personifer,8304
Chaetodontoplus poliourus,8305
Chaetodontoplus septentrionalis,8306
Chalaroderma capito,8346
Chalaroderma ocellata,8347
Chalixodytes tauensis,8362
Champsodon capensis,8392
Champsodon guentheri,8393
Champsodon longipinnis,8394
Champsodon machaeratus,8395
Champsodon nudivittis,8396
Champsodon snyderi,8397
Champsodon vorax,8398
Chanda nama,8399
Channa punctata,8400
Channa striata,8401
Channichthys velifer,8403
Chascanopsetta lugubris,8466
Chascanopsetta prorigera,8467
Chasmodes bosquianus,8473
Chasmodes longimaxilla,8474
Chasmodes saburrae,8475
Chatrabus hendersoni,8476
Chatrabus melanurus,8477
Chauliodus danae,8479
Chauliodus macouni,8480
Chauliodus sloani,8481
Chaunax abei,8489
Chaunax breviradius,8490
Chaunax endeavouri,8491
Chaunax fimbriatus,8492
Chaunax flammeus,8493
Chaunax penicillatus,8494
Chaunax pictus,8495
Chaunax suttkusi,8496
Chaunax umbrinus,8497
Cheilinus abudjubbe,8507
Cheilinus lunulatus,8510
Cheilinus oxycephalus,8511
Cheilinus quinquecinctus,8512
Cheilodactylus fasciatus,8516
Cheilodactylus fuscus,8517
Cheilodactylus nigripes,8518
Cheilodactylus pixi,8519
Cheilodactylus spectabilis,8520
Cheilodactylus vittatus,8521
Cheilodactylus zonatus,8522
Cheilodipterus arabicus,8523
Cheilodipterus isostigmus,8525
Cheilodipterus lachneri,8526
Cheilodipterus novemstriatus,8528
Cheilopogon atrisignis,8532
Cheilopogon cyanopterus,8533
Cheilopogon dorsomacula,8534
Cheilopogon exsiliens,8535
Cheilopogon furcatus,8536
Cheilopogon heterurus,8537
Cheilopogon melanurus,8538
Cheilopogon nigricans,8539
Cheilopogon spilonotopterus,8541
Cheilopogon spilopterus,8542
Cheilopogon xenopterus,8543
Cheiloprion labiatus,8544
Cheilotrema saturnum,8546
Chelidonichthys gabonensis,8571
Chelidonichthys obscurus,8574
Chelidonichthys queketti,8575
Chelidoperca hirundinacea,8576
Chelidoperca pleurospilus,8577
Chelmon marginalis,8579
Chelmon muelleri,8580
Chelmon rostratus,8581
Chelmonops curiosus,8582
Chelmonops truncatus,8583
Chelon planiceps,8585
Chelonodon laticeps,8591
Chelonodon patoca,8592
Chelonodon pleurospilus,8593
Cherublemma emmelas,8619
Chesnonia verrucosa,8621
Chiasmodon niger,8626
Chilara taylori,8642
Chiloconger dentatus,8645
Chilomycterus antennatus,8655
Chilomycterus antillarum,8656
Chilomycterus reticulatus,8657
Chilomycterus schoepfii,8658
Chilorhinus suensonii,8659
Chiloscyllium plagiosum,8660
Chiloscyllium punctatum,8661
Chimaera lignaria,8671
Chimaera phantasma,8673
Chirocentrodon bleekerianus,8714
Chirodactylus brachydactylus,8717
Chirodactylus grandis,8718
Chirodactylus jessicalenorum,8719
Chirolophis ascanii,8720
Chirolophis decoratus,8721
Chironemus maculosus,8724
Chironemus marmoratus,8725
Chirostomias pliopterus,8730
Chitonotus pugetensis,8740
Chlamydoselachus anguineus,8746
Chlopsis bicolor,8773
Chlorophthalmus agassizi,8790
Chlorophthalmus albatrossis,8791
Chlorophthalmus atlanticus,8792
Chlorophthalmus chalybeius,8793
Chlorophthalmus nigromarginatus,8794
Chlorophthalmus punctatus,8795
Chlorurus atrilunula,8801
Chlorurus bleekeri,8802
Chlorurus capistratoides,8804
Chlorurus cyanescens,8805
Chlorurus enneacanthus,8806
Chlorurus genazonatus,8808
Chlorurus gibbus,8809
Chlorurus japanensis,8810
Chlorurus oedema,8812
Chlorurus perspicillatus,8813
Chlorurus rhakoura,8814
Chlorurus spilurus,8816
Chlorurus strongylocephalus,8817
Chlorurus troschelii,8818
Choerodon anchorago,8821
Choerodon azurio,8822
Choerodon cauteroma,8823
Choerodon cephalotes,8824
Choerodon cyanodus,8825
Choerodon fasciatus,8826
Choerodon frenatus,8827
Choerodon gomoni,8828
Choerodon graphicus,8829
Choerodon gymnogenys,8830
Choerodon jordani,8831
Choerodon margaritiferus,8832
Choerodon melanostigma,8833
Choerodon monostigma,8834
Choerodon oligacanthus,8835
Choerodon robustus,8836
Choerodon rubescens,8837
Choerodon sugillatum,8838
Choerodon venustus,8839
Choerodon vitta,8840
Choerodon zamboangae,8841
Choerodon zosterophorus,8842
Choeroichthys brachysoma,8843
Choeroichthys sculptus,8844
Choranthias tenuis,8880
Chorisochismus dentex,8897
Chriodorus atherinoides,8906
Chriolepis zebra,8908
Chrionema squamentum,8909
Chrionema squamiceps,8910
Chromis acares,8926
Chromis agilis,8927
Chromis alpha,8928
Chromis alta,8929
Chromis amboinensis,8930
Chromis analis,8931
Chromis atrilobata,8932
Chromis atripectoralis,8933
Chromis atripes,8934
Chromis cadenati,8936
Chromis caerulea,8937
Chromis chrysura,8939
Chromis crusma,8940
Chromis cyanea,8941
Chromis dasygenys,8942
Chromis delta,8943
Chromis dimidiata,8944
Chromis elerae,8945
Chromis enchrysura,8946
Chromis flavicauda,8947
Chromis flavipectoralis,8948
Chromis fumea,8949
Chromis hanui,8950
Chromis hypsilepis,8951
Chromis insolata,8952
Chromis intercrusma,8953
Chromis iomelas,8954
Chromis lepidolepis,8955
Chromis limbata,8956
Chromis limbaughi,8957
Chromis lineata,8958
Chromis lubbocki,8959
Chromis multilineata,8961
Chromis nigrura,8962
Chromis nitida,8963
Chromis notata,8964
Chromis opercularis,8965
Chromis ovalis,8966
Chromis ovatiformis,8967
Chromis pembae,8968
Chromis punctipinnis,8969
Chromis retrofasciata,8970
Chromis sanctaehelenae,8971
Chromis scotti,8972
Chromis vanderbilti,8974
Chromis verater,8975
Chromis weberi,8977
Chromis xanthochira,8978
Chromis xanthura,8979
Chrysiptera annulata,9002
Chrysiptera cyanea,9005
Chrysiptera flavipinnis,9006
Chrysiptera oxycephala,9008
Chrysiptera rex,9009
Chrysiptera rollandi,9010
Chrysiptera talboti,9011
Chrysiptera taupou,9012
Chrysiptera traceyi,9013
Chrysiptera unimaculata,9014
Chrysoblephus anglicus,9015
Chrysoblephus cristiceps,9016
Chrysoblephus gibbiceps,9017
Chrysoblephus laticeps,9018
Chrysoblephus lophus,9019
Chrysoblephus puniceus,9020
Chrysochir aureus,9023
Cichlasoma atromaculatum,9149
Cichlasoma salvini,9151
Cichlasoma urophthalmum,9152
Cichlasoma urophthalmus,9153
Ciliata septentrionalis,9171
Cirrhibarbis capensis,9222
Cirrhigaleus asper,9223
Cirrhilabrus adornatus,9224
Cirrhilabrus aurantidorsalis,9225
Cirrhilabrus bathyphilus,9227
Cirrhilabrus beauperryi,9228
Cirrhilabrus blatteus,9229
Cirrhilabrus brunneus,9230
Cirrhilabrus cenderawasih,9231
Cirrhilabrus claire,9232
Cirrhilabrus condei,9233
Cirrhilabrus cyanopleura,9234
Cirrhilabrus earlei,9235
Cirrhilabrus exquisitus,9236
Cirrhilabrus filamentosus,9237
Cirrhilabrus flavidorsalis,9238
Cirrhilabrus joanallenae,9239
Cirrhilabrus johnsoni,9240
Cirrhilabrus jordani,9241
Cirrhilabrus katherinae,9242
Cirrhilabrus katoi,9243
Cirrhilabrus laboutei,9244
Cirrhilabrus lanceolatus,9245
Cirrhilabrus lineatus,9246
Cirrhilabrus lubbocki,9247
Cirrhilabrus lunatus,9248
Cirrhilabrus luteovittatus,9249
Cirrhilabrus marjorie,9250
Cirrhilabrus melanomarginatus,9251
Cirrhilabrus punctatus,9253
Cirrhilabrus pylei,9254
Cirrhilabrus randalli,9255
Cirrhilabrus rhomboidalis,9256
Cirrhilabrus roseafascia,9257
Cirrhilabrus rubrimarginatus,9258
Cirrhilabrus rubripinnis,9259
Cirrhilabrus rubrisquamis,9260
Cirrhilabrus rubriventralis,9261
Cirrhilabrus scottorum,9263
Cirrhilabrus solorensis,9264
Cirrhilabrus temminckii,9265
Cirrhilabrus tonozukai,9266
Cirrhilabrus walindi,9267
Cirrhilabrus walshi,9268
Cirrhinus cirrhosus,9269
Cirrhitichthys aprinus,9271
Cirrhitichthys falco,9272
Cirrhitichthys oxycephalus,9273
Cirrhitops fasciatus,9274
Cirrhitus rivulatus,9277
Cirriemblemaria lucasana,9278
Cirripectes alboapicalis,9284
Cirripectes alleni,9285
Cirripectes auritus,9286
Cirripectes castaneus,9287
Cirripectes chelomatus,9288
Cirripectes filamentosus,9289
Cirripectes fuscoguttatus,9290
Cirripectes gilberti,9291
Cirripectes hutchinsi,9293
Cirripectes imitator,9294
Cirripectes jenningsi,9295
Cirripectes kuwamurai,9296
Cirripectes obscurus,9297
Cirripectes perustus,9298
Cirripectes polyzona,9299
Cirripectes quagga,9300
Cirripectes randalli,9301
Cirripectes springeri,9302
Cirripectes stigmaticus,9303
Cirripectes vanderbilti,9304
Cirripectes variolosus,9305
Cirrisalarias bunares,9309
Citharichthys arctifrons,9352
Citharichthys arenaceus,9353
Citharichthys cornutus,9354
Citharichthys dinoceros,9355
Citharichthys fragilis,9356
Citharichthys gilberti,9357
Citharichthys gymnorhinus,9358
Citharichthys macrops,9359
Citharichthys platophrys,9360
Citharichthys spilopterus,9362
Citharichthys stampflii,9363
Citharichthys stigmaeus,9364
Citharichthys xanthostigma,9365
Citharoides macrolepidotus,9366
Citharoides macrolepis,9367
Clarias batrachus,9503
Cleidopus gloriamaris,9586
Cleisthenes herzensteini,9590
Clepticus africanus,9604
Clepticus brasiliensis,9605
Clevelandia ios,9614
Climacoporus navalis,9629
Clinitrachus argentatus,9632
Clinocottus acuticeps,9635
Clinocottus analis,9636
Clinocottus embryum,9637
Clinocottus globiceps,9638
Clinus acuminatus,9644
Clinus agilis,9645
Clinus cottoides,9646
Clinus heterodon,9647
Clinus robustus,9648
Clinus superciliosus,9649
Clinus taurus,9650
Clinus venustris,9651
Clinus woodi,9652
Clupea pallasii,9693
Cnidoglanis macrocephalus,9747
Coccorella atlantica,9773
Coccotropsis gymnoderma,9779
Cociella crocodilus,9804
Cociella heemstrai,9805
Cociella hutchinsi,9806
Cociella punctata,9807
Coelorinchus acanthiger,9861
Coelorinchus anatirostris,9862
Coelorinchus argentatus,9863
Coelorinchus aspercephalus,9864
Coelorinchus australis,9865
Coelorinchus biclinozonalis,9866
Coelorinchus bollonsi,9867
Coelorinchus braueri,9868
Coelorinchus caelorhincus,9869
Coelorinchus caribbaeus,9870
Coelorinchus carminatus,9871
Coelorinchus celaenostomus,9872
Coelorinchus cingulatus,9874
Coelorinchus cookianus,9875
Coelorinchus denticulatus,9876
Coelorinchus fasciatus,9877
Coelorinchus gormani,9879
Coelorinchus innotabilis,9880
Coelorinchus kaiyomaru,9881
Coelorinchus karrerae,9882
Coelorinchus kermadecus,9883
Coelorinchus labiatus,9885
Coelorinchus matamua,9887
Coelorinchus maurofasciatus,9888
Coelorinchus mirus,9889
Coelorinchus multispinulosus,9890
Coelorinchus mycterismus,9891
Coelorinchus occa,9892
Coelorinchus oliverianus,9893
Coelorinchus parallelus,9894
Coelorinchus parvifasciatus,9895
Coelorinchus sereti,9896
Coelorinchus simorhynchus,9897
Coelorinchus supernasutus,9898
Coelorinchus trachycarus,9899
Coilia mystus,9920
Colistium guntheri,9995
Colistium nudipinnis,9996
Coloconger cadenati,10034
Coloconger meadi,10035
Coloconger raniceps,10036
Coloconger scholesi,10037
Cololabis adocetus,10038
Colomesus psittacus,10048
Colpichthys regis,10068
Conger verreauxi,10179
Conger wilsoni,10180
Congiopodus coriaceus,10181
Congiopodus leucopaecilus,10182
Congiopodus peruvianus,10183
Congiopodus spinifer,10184
Congiopodus torvus,10185
Congriscus maldivensis,10188
Congriscus megastomus,10189
Congrogadus spinifer,10190
Conidens laticephalus,10192
Conniella apterygia,10205
Conocara macropterum,10206
Conocara murrayi,10207
Conocara nigrum,10208
Conodon serrifer,10214
Contusus brevicaudus,10246
Contusus richei,10247
Coradion altivelis,10789
Coradion chrysozonus,10790
Coradion melanopus,10791
Coralliozetus angelicus,10808
Coralliozetus boehlkei,10809
Coralliozetus micropes,10811
Coralliozetus rosenblatti,10812
Coralliozetus springeri,10813
Coris atlantica,10868
Coris auricularis,10869
Coris aurilineata,10870
Coris ballieui,10872
Coris batuensis,10873
Coris bulbifrons,10874
Coris caudimacula,10875
Coris centralis,10876
Coris cuvieri,10877
Coris debueni,10878
Coris dorsomacula,10879
Coris formosa,10881
Coris hewetti,10883
Coris marquesensis,10885
Coris musume,10886
Coris nigrotaenia,10887
Coris picta,10888
Coris pictoides,10889
Coris roseoviridis,10890
Coris sandeyeri,10891
Coris variegata,10892
Coris venusta,10893
Corvula batabana,11037
Corvula macrops,11038
Coryogalops anomolus,11102
Coryogalops william,11103
Coryphaena equiselis,11104
Coryphaenoides acrolepis,11106
Coryphaenoides armatus,11107
Coryphaenoides brevibarbis,11108
Coryphaenoides carapinus,11109
Coryphaenoides cinereus,11110
Coryphaenoides dossenus,11111
Coryphaenoides filifer,11112
Coryphaenoides guentheri,11113
Coryphaenoides leptolepis,11114
Coryphaenoides marginatus,11115
Coryphaenoides mcmillani,11116
Coryphaenoides mediterraneus,11117
Coryphaenoides mexicanus,11118
Coryphaenoides murrayi,11119
Coryphaenoides profundicolus,11120
Coryphaenoides rudis,11121
Coryphaenoides serrulatus,11123
Coryphaenoides striaturus,11124
Coryphaenoides subserrulatus,11125
Coryphaenoides zaniophorus,11126
Coryphoblennius galerita,11128
Coryphopterus dicrus,11130
Coryphopterus eidolon,11131
Coryphopterus glaucofraenum,11132
Coryphopterus gracilis,11133
Coryphopterus humeralis,11134
Coryphopterus hyalinus,11135
Coryphopterus lipernes,11136
Coryphopterus personatus,11137
Coryphopterus punctipectophorus,11138
Coryphopterus thrix,11139
Coryphopterus tortugae,11140
Coryphopterus urospilus,11141
Corythoichthys amplexus,11150
Corythoichthys flavofasciatus,11151
Corythoichthys haematopterus,11152
Corythoichthys schultzi,11155
Cosmocampus albirostris,11212
Cosmocampus arctus,11213
Cosmocampus banneri,11214
Cosmocampus brachycephalus,11215
Cosmocampus elucens,11216
Cottapistus cottoides,11249
Cottunculus microps,11251
Cottunculus nudus,11252
Cottunculus thomsonii,11253
Cottus aleuticus,11254
Cottus amblystomopsis,11255
Cottus asper,11256
Cottus gobio,11257
Crapatalus novaezelandiae,11292
Cratinus agassizii,11323
Creedia haswelli,11326
Cremnochorites capensis,11333
Crenidens indicus,11340
Creocele cardinalis,11343
Cristiceps aurantiacus,11414
Cristiceps australis,11415
Crocodilichthys gracilis,11427
Croilia mossambica,11442
Crossorhombus azureus,11455
Crossorhombus howensis,11456
Crossorhombus valderostratus,11457
Crossosalarias macrospilus,11458
Cruriraja parcomaculata,11491
Cruriraja rugosa,11492
Cryptacanthodes aleutensis,11499
Cryptacanthodes giganteus,11500
Cryptacanthodes maculatus,11501
Cryptocentrus cinctus,11509
Cryptocentrus cryptocentrus,11510
Cryptocentrus leptocephalus,11511
Cryptocentrus strigilliceps,11512
Cryptopsaras couesii,11569
Cryptotomus roseus,11575
Crystallichthys cyclospilus,11578
Crystallogobius linearis,11579
Ctenochaetus cyanocheilus,11595
Ctenochaetus flavicauda,11596
Ctenochaetus hawaiiensis,11597
Ctenochaetus marginatus,11598
Ctenochaetus tominiensis,11601
Ctenochaetus truncatus,11602
Ctenogobiops aurocingulus,11614
Ctenogobiops maculosus,11615
Ctenogobiops pomastictus,11616
Ctenogobius boleosoma,11617
Ctenogobius manglicola,11619
Ctenogobius saepepallens,11621
Ctenogobius sagittula,11622
Ctenogobius shufeldti,11623
Ctenogobius smaragdus,11624
Ctenogobius stigmaticus,11625
Ctenogobius stigmaturus,11626
Cubiceps baxteri,11640
Cubiceps caeruleus,11641
Cubiceps capensis,11642
Cubiceps gracilis,11643
Cubiceps pauciradiatus,11644
Cubiceps whiteleggii,11645
Cybiosarda elegans,11758
Cyclichthys orbicularis,11782
Cyclichthys spilostylus,11783
Cyclopsetta chittendeni,11825
Cyclopsetta fimbriata,11826
Cyclopsetta panamensis,11827
Cyclopteropsis mcalpini,11829
Cyclothone acclinidens,11849
Cyclothone alba,11850
Cyclothone atraria,11851
Cyclothone braueri,11852
Cyclothone livida,11853
Cyclothone microdon,11854
Cyclothone obscura,11855
Cyclothone pallida,11856
Cyclothone pseudopallida,11857
Cyclothone pygmaea,11858
Cyclothone signata,11859
Cyema atrum,11873
Cygnodraco mawsoni,11874
Cymatogaster aggregata,11911
Cymbacephalus beauforti,11914
Cymbacephalus nematophthalmus,11915
Cymolutes lecluse,11941
Cymolutes torquatus,11943
Cynoglossus arel,11967
Cynoglossus attenuatus,11968
Cynoglossus bilineatus,11969
Cynoglossus browni,11970
Cynoglossus canariensis,11971
Cynoglossus capensis,11972
Cynoglossus itinus,11973
Cynoglossus joyneri,11974
Cynoglossus kopsii,11975
Cynoglossus lachneri,11976
Cynoglossus lida,11977
Cynoglossus lingua,11978
Cynoglossus maccullochi,11979
Cynoglossus maculipinnis,11980
Cynoglossus monodi,11981
Cynoglossus ogilbyi,11982
Cynoglossus puncticeps,11983
Cynoglossus robustus,11984
Cynoglossus senegalensis,11985
Cynoglossus sinusarabici,11986
Cynoglossus suyeni,11987
Cynoglossus zanzibarensis,11988
Cynoponticus coniceps,11992
Cynoponticus ferox,11993
Cynoponticus savanna,11994
Cynoscion albus,11996
Cynoscion microlepidotus,12001
Cynoscion nannus,12002
Cynoscion nothus,12004
Cynoscion parvipinnis,12005
Cynoscion phoxocephalus,12006
Cynoscion squamipinnis,12009
Cynoscion xanthulus,12014
Cypho purpurascens,12042
Cyprinella leedsi,12065
Cyprinella lutrensis,12066
Cyprinocirrhites polyactis,12067
Cyprinodon variegatus,12068
Cypselurus callopterus,12070
Cypselurus hexazona,12072
Cypselurus oligolepis,12073
Cypselurus opisthopus,12074
Cyttomimus affinis,12199
Cyttopsis cypho,12200
Cyttopsis rosea,12201
Cyttus australis,12202
Dacodraco hunteri,12210
Dactylagnus mundus,12216
Dactylobatus clarkii,12228
Dactylophora nigricans,12229
Dactyloptena macracantha,12230
Dactyloptena papilio,12232
Dactylopus dactylopus,12235
Dactyloscopus byersi,12241
Dactyloscopus lacteus,12243
Dactyloscopus lunaticus,12244
Dactyloscopus pectoralis,12246
Dactyloscopus tridigitatus,12247
Daector dowi,12256
Daector reticulata,12257
Daector schmitti,12258
Dalophis boulengeri,12276
Dalophis imberbis,12277
Danaphos oculatus,12283
Dannevigia tusca,12285
Dascyllus albisella,12330
Dascyllus auripinnis,12332
Dascyllus carneus,12333
Dascyllus melanurus,12334
Dascyllus reticulatus,12335
Dasyatis brevicaudata,12347
Dasyatis chrysonota,12349
Dasyatis dipterura,12350
Dasyatis margarita,12353
Dasyatis marmorata,12354
Dasyatis sabina,12356
Dasyatis say,12357
Dasyatis thetidis,12358
Dasyatis zugei,12359
Dasycottus setiger,12367
Daysciaena albida,12387
Deania profundorum,12390
Deania quadrispinosa,12391
Decapterus kurroides,12394
Decapterus muroadsi,12398
Decapterus tabl,12401
Decodon grandisquamis,12409
Decodon melasma,12410
Decodon pacificus,12411
Decodon puellaris,12412
Deltentosteus collonianus,12458
Deltentosteus quadrimaculatus,12459
Dendrochirus barberi,12500
Dendrochirus biocellatus,12501
Dendrochirus brachypterus,12502
Dendrochirus zebra,12503
Dentatherina merceri,12563
Dentex abei,12565
Dentex barnardi,12567
Dentex fourmanoiri,12571
Dentex hypselosomus,12573
Dentex spariformis,12576
Dentiraja lemprieri,12583
Derichthys serpentinus,12612
Dermatolepis dermatolepis,12619
Dermatolepis inermis,12620
Dermatopsis macrodon,12621
Diademichthys lineatus,12693
Diagramma labiosum,12698
Dialommus fuscus,12704
Dialommus macrocephalus,12705
Diaphus aliciae,12726
Diaphus anderseni,12727
Diaphus bertelseni,12729
Diaphus brachycephalus,12730
Diaphus coeruleus,12731
Diaphus danae,12732
Diaphus diadematus,12733
Diaphus diademophilus,12734
Diaphus dumerilii,12735
Diaphus effulgens,12736
Diaphus fragilis,12737
Diaphus fulgens,12738
Diaphus garmani,12739
Diaphus holti,12740
Diaphus hudsoni,12741
Diaphus impostor,12742
Diaphus jenseni,12743
Diaphus kapalae,12744
Diaphus knappi,12745
Diaphus lucidus,12746
Diaphus luetkeni,12747
Diaphus malayanus,12748
Diaphus mascarensis,12749
Diaphus meadi,12750
