"","am_sid","genus","species","sciname","kingdom","phylum","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","Temperature"
"3204","Fis-128611","Moolgarda","cunnesius","Moolgarda cunnesius","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae",29.448516987489,0.372176025856032,337.276463146126,6.11614008226659,1.69385854996279,0.87029282284251,14.1059563860527,27.0221424218856
"3205","Fis-31065","Notothenia","coriiceps","Notothenia coriiceps","Animalia","Chordata","Actinopterygii","Perciformes","Nototheniidae",45.4776874106933,0.147204276413706,1728.15782326983,15.3623966478117,5.34643032189257,0.343317216333665,27.6623881180464,0.299044148628801
"3206","Fis-31066","Platycephalus","richardsoni","Platycephalus richardsoni","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae",63.973280999205,0.223691470659148,1730.72811630051,12.9312451411764,3.83244240745011,0.361661570898477,34.015932419197,13.7367136312004
"3207","Fis-132793","Plotosus","lineatus","Plotosus lineatus","Animalia","Chordata","Actinopterygii","Siluriformes","Plotosidae",30.1092016609633,0.379989571554429,218.075898400485,6.79045869288533,1.71955104416889,0.684366205290509,15.1670216601239,19.1889427232812
"3208","Fis-25269","Pomadasys","jubelini","Pomadasys jubelini","Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae",43.4905356555637,0.317878026792029,960.422464933869,9.5463040393258,2.28216590051319,0.790029507725318,20.8906618330192,26.0056770260902
"3209","Fis-31067","Sillago","ciliata","Sillago ciliata","Animalia","Chordata","Actinopterygii","Perciformes","Sillaginidae",35.941158800325,0.536231887240835,330.358261572623,7.70869758861917,1.84407118729469,0.823011595028499,21.0039275972698,19.3288421434012
"3210","Fis-4320","Dentex","tumifrons","Dentex tumifrons","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae",46.7764053421366,0.211800923375294,1667.86638953271,11.4871675573401,2.85987775239843,0.456520354909902,22.3292157802399,19.680349876202
"3211","Fis-25271","Contusus","richei","Contusus richei","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae",17.3724320842404,0.373443444189885,114.500255322803,6.79320714158958,2.12368536856868,0.77749601236319,10.8134797542496,12.7764558126956
"3212","Fis-31073","Callorhinchus","milii","Callorhinchus milii","Animalia","Chordata","Holocephali","Chimaeriformes","Callorhinchidae",131.174162010986,0.169278578390403,18573.4723917729,18.0544004204963,6.23313064367059,0.258827332459429,78.5575451553737,11.7722789254234
"3213","Fis-25281","Acanthurus","nubilus","Acanthurus nubilus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3214","Fis-25282","Acanthurus","thompsoni","Acanthurus thompsoni","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3215","Fis-31078","Acanthurus","guttatus","Acanthurus guttatus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3216","Fis-25283","Acanthurus","leucopareius","Acanthurus leucopareius","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3217","Fis-31079","Acanthurus","nigroris","Acanthurus nigroris","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3218","Fis-25284","Acanthurus","nigrofuscus","Acanthurus nigrofuscus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",18.5895160578131,0.621645550184933,107.523230268397,18.0279702702446,2.50841091360491,0.94488142277798,11.4790173108562,26.0656120003044
"3219","Fis-25285","Acanthurus","sohal","Acanthurus sohal","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3220","Fis-31081","Acanthurus","pyroferus","Acanthurus pyroferus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",29.6986088348592,0.461668560511414,508.64217773948,26.0289597394612,3.58470192982767,0.672076160788277,18.0915641490312,26.0935494283749
"3221","Fis-31082","Acanthurus","olivaceus","Acanthurus olivaceus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.5919487272623,0.541783788049847,412.649071193325,27.5435356037694,3.57100209094146,0.703033798774511,17.8155839060678,26.4852155405035
"3222","Fis-31083","Acanthurus","fowleri","Acanthurus fowleri","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3223","Fis-25286","Acanthurus","maculiceps","Acanthurus maculiceps","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3224","Fis-31084","Acanthurus","nigricauda","Acanthurus nigricauda","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",25.337079319198,0.55012040631035,315.070462235578,21.6893091873956,2.99612281954613,0.808989437920664,15.5343085467114,26.8207004149167
"3225","Fis-31085","Acanthurus","auranticavus","Acanthurus auranticavus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",28.5156576561033,0.499482533463588,449.095743336979,26.7423301611961,3.57684397593023,0.685294375823025,17.9092733792813,25.9802113978682
"3226","Fis-31086","Acanthurus","grammoptilus","Acanthurus grammoptilus","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",27.7155599454732,0.507682801522928,409.337416466718,23.2779618715314,3.2249056613416,0.74703117904195,16.8587549149977,26.4943453346664
"3227","Fis-31087","Acanthurus","blochii","Acanthurus blochii","Animalia","Chordata","Actinopterygii","Perciformes","Acanthuridae",33.4833661529016,0.389401176537248,746.909232558193,29.806306049822,4.13595243722223,0.579067653688821,20.0536572770197,25.9795431808216
"3228","Fis-25293","Lagocephalus","sceleratus","Lagocephalus sceleratus","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Tetraodontidae",20.2540380130365,0.94106120926584,181.989581176105,3.38138479731286,1.01167877196352,1.85134554955283,12.0513747611281,26.4346004151629
"3229","Fis-25296","Saurida","elongata","Saurida elongata","Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae",47.2049188365343,0.655198267232344,711.074723654429,4.77380787716141,1.2822544438012,1.01464651066528,24.4484625626125,26.9557107614959
"3230","Fis-1099","Sarda","lineolata","Sarda lineolata","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",122.401766118008,0.209055523482444,16930.5442776493,8.53165310537672,2.81798428683997,0.442080357822829,56.9201321342992,17.8170299449693
"3231","Fis-25324","Ambassis","gymnocephalus","Ambassis gymnocephalus","Animalia","Chordata","Actinopterygii","Perciformes","Ambassidae",20.497484180427,0.823060657751507,100.180677362871,4.1041739231287,1.03157265807139,1.44059930646903,11.6333518489938,26.5316604979782
"3232","Fis-25325","Cynoglossus","puncticeps","Cynoglossus puncticeps","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Cynoglossidae",27.5508920326322,0.489117767439228,130.271884838366,5.95000769675465,1.49209202845235,0.801252501656457,14.0259650993115,25.9097890022933
"3233","Fis-160812","Nuchequula","gerreoides","Nuchequula gerreoides","Animalia","Chordata","Actinopterygii","Perciformes","Leiognathidae",12.3104472913302,1.24444720338818,26.5324917302391,1.90223830891781,0.537362360996568,3.57721777263104,6.30584136224453,26.2170243407502
"3234","Fis-25328","Leiognathus","brevirostris","Leiognathus brevirostris","Animalia","Chordata","Actinopterygii","Perciformes","Leiognathidae",13.5059710775057,1.23052287645827,39.3019841640821,2.09323577950817,0.493029064428935,2.85608430044278,6.65578535087288,24.4251281831468
"3235","Fis-25329","Secutor","ruconius","Secutor ruconius","Animalia","Chordata","Actinopterygii","Perciformes","Leiognathidae",8.84986538453652,1.24881433089416,11.455524775901,1.96195728357229,0.525689835900634,3.39832644952126,4.6849820651799,27.6166258956798
"3236","Fis-4273","Aphanius","dispar dispar","Aphanius dispar dispar","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Cyprinodontidae",10.8058820396168,0.461916995784843,11.3606410779362,3.10004328147348,0.95816030276582,1.1318677783218,5.48347204409479,15.7970756125328
"3237","Fis-31105","Aristostomias","lunifer","Aristostomias lunifer","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.5391375766995,0.40774085185533,83.960995532235,6.59508796855592,1.8925619440149,0.616670189281582,14.4141787519582,6.06960844640435
"3238","Fis-7579","Chelon","macrolepis","Chelon macrolepis","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae",55.4246768208006,0.209410430309645,2436.1325257034,9.82342391269575,2.76939282084485,0.550135489558776,24.1258938205888,25.8680365856964
"3239","Fis-25333","Valamugil","buchanani","Valamugil buchanani","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae",49.9505871602376,0.254371854381882,1623.07629216174,8.88233796847286,2.60888768007435,0.600303257662535,23.6396635973673,26.0576471285064
"3240","Fis-128608","Chelon","subviridis","Chelon subviridis","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae",44.7923031243408,0.301248238199238,1232.98826017941,7.57858543400101,2.06930056062554,0.73359916291405,20.2147944315617,26.8364833560316
"3241","Fis-165718","Chelon","planiceps","Chelon planiceps","Animalia","Chordata","Actinopterygii","Mugiliformes","Mugilidae",46.8597292274965,0.244225638730888,1469.82525552967,9.3448021873842,2.49460296446961,0.570848090271351,21.2431911769846,25.8765451042281
"3242","Fis-25337","Upeneus","vittatus","Upeneus vittatus","Animalia","Chordata","Actinopterygii","Perciformes","Mullidae",21.9775447892089,0.582065206336131,219.522303333896,5.56709334464488,1.13981146638001,1.16115590280522,12.2802445663616,26.8767173314573
"3243","Fis-25338","Pomadasys","argyreus","Pomadasys argyreus","Animalia","Chordata","Actinopterygii","Perciformes","Haemulidae",15.8085464958255,0.682686363353561,50.1551595618989,4.69267638523682,1.10685447646076,1.74839647309612,8.28481239676442,27.8966974613088
"3244","Fis-25339","Otolithes","ruber","Otolithes ruber","Animalia","Chordata","Actinopterygii","Perciformes","Sciaenidae",43.9803080111881,0.378895321088874,832.95884978591,6.65924531653402,1.64908810617518,0.799725902097913,20.4548998319386,25.7992810942017
"3245","Fis-25340","Epinephelus","sexfasciatus","Epinephelus sexfasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae",48.8724886087961,0.289136165293533,1478.01673447148,11.4407417701474,3.58976495007547,0.469486563182237,28.5724881897357,26.5946797505133
"3246","Fis-25341","Plectropomus","leopardus","Plectropomus leopardus","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae",60.6546868731575,0.233308959293555,3189.73546618637,18.3466942616268,5.42564656708648,0.362039100982221,37.0659295126296,24.9281306125088
"3247","Fis-31106","Sphyraena","jello","Sphyraena jello","Animalia","Chordata","Actinopterygii","Perciformes","Sphyraenidae",68.0533786327604,0.324711701441093,2351.4967724319,9.60241021756771,2.466430686951,0.595180781363799,33.8094839283823,27.3606234736633
"3248","Fis-31107","Saurida","longimanus","Saurida longimanus","Animalia","Chordata","Actinopterygii","Aulopiformes","Synodontidae",30.1663637313283,0.656409220645082,197.102442460693,3.96441961066225,1.10758547264362,1.15274804967747,15.5524836283597,26.4532269018367
"3249","Fis-25342","Terapon","theraps","Terapon theraps","Animalia","Chordata","Actinopterygii","Perciformes","Terapontidae",27.7561061620587,0.565607162639942,401.870012857539,5.3842248748233,1.43547582252978,1.21888244443368,15.0728264895146,27.14163912279
"3250","Fis-25343","Encheliophis","homei","Encheliophis homei","Animalia","Chordata","Actinopterygii","Ophidiiformes","Carapidae",36.8553490311353,0.320891840936834,379.176384551442,8.73538180724924,2.52735738571644,0.556622362455277,20.8199432631169,14.8291851405621
"3251","Fis-25344","Glossogobius","giuris","Glossogobius giuris","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae",22.453603017835,0.713328104532464,65.940177453449,4.023739456213,0.842962352443602,1.37406505894036,10.9162729500277,26.0898220458302
"3252","Fis-25345","Aphanius","fasciatus","Aphanius fasciatus","Animalia","Chordata","Actinopterygii","Cyprinodontiformes","Cyprinodontidae",8.16085863063559,0.333578715912439,6.43417751011922,3.60463534742752,1.14588183407545,0.96432180458636,4.04219349843142,17.779005270497
"3253","Fis-167077","Ostorhinchus","nigrofasciatus","Ostorhinchus nigrofasciatus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae",13.263964234239,1.06449735982593,23.1258092792126,3.80653222196874,0.850409326780721,1.61387812667007,8.17691571768149,22.5862735784052
"3254","Fis-167272","Ostorhinchus","aureus","Ostorhinchus aureus","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae",13.263964234239,1.06449735982593,23.1258092792126,3.80653222196874,0.850409326780721,1.61387812667007,8.17691571768149,22.5862735784052
"3255","Fis-4408","Ostorhinchus","fleurieu","Ostorhinchus fleurieu","Animalia","Chordata","Actinopterygii","Perciformes","Apogonidae",13.263964234239,1.06449735982593,23.1258092792126,3.80653222196874,0.850409326780721,1.61387812667007,8.17691571768149,22.5862735784052
"3256","Fis-31113","Paracheilinus","mccoskeri","Paracheilinus mccoskeri","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3257","Fis-31114","Paracheilinus","carpenteri","Paracheilinus carpenteri","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3258","Fis-31115","Paracheilinus","filamentosus","Paracheilinus filamentosus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3259","Fis-21782","Pseudojuloides","elongatus","Pseudojuloides elongatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3260","Fis-31118","Pseudojuloides","atavai","Pseudojuloides atavai","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3261","Fis-25350","Pseudojuloides","cerasinus","Pseudojuloides cerasinus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3262","Fis-31123","Halichoeres","chrysus","Halichoeres chrysus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3263","Fis-31124","Halichoeres","melasmapomus","Halichoeres melasmapomus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3264","Fis-25351","Halichoeres","argus","Halichoeres argus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3265","Fis-25352","Halichoeres","melanurus","Halichoeres melanurus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3266","Fis-25353","Halichoeres","chloropterus","Halichoeres chloropterus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3267","Fis-21694","Halichoeres","timorensis","Halichoeres timorensis","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3268","Fis-21695","Halichoeres","podostigma","Halichoeres podostigma","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3269","Fis-21693","Halichoeres","prosopeion","Halichoeres prosopeion","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25.2376927642391
"3270","Fis-31125","Labropsis","alleni","Labropsis alleni","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3271","Fis-31127","Labropsis","xanthonota","Labropsis xanthonota","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3272","Fis-21727","Labropsis","manabei","Labropsis manabei","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3273","Fis-31128","Labropsis","micronesica","Labropsis micronesica","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3274","Fis-31129","Labropsis","australis","Labropsis australis","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3275","Fis-21797","Wetmorella","albofasciata","Wetmorella albofasciata","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3276","Fis-25354","Wetmorella","nigropinnata","Wetmorella nigropinnata","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3277","Fis-25355","Xenojulis","margaritaceus","Xenojulis margaritaceus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3278","Fis-31130","Platycephalus","bassensis","Platycephalus bassensis","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae",35.7902379180807,0.281733082577699,311.451221057533,9.19271745360404,2.7871978188953,0.513319090176177,19.165361312087,15.5700057753506
"3279","Fis-22407","Platycephalus","caeruleopunctatus","Platycephalus caeruleopunctatus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Platycephalidae",39.7171298306919,0.256093558547784,483.351587341386,10.5277360245208,3.12242551710556,0.443348690583003,21.4024157371293,15.8514332324518
"3280","Fis-62566","Salaria","fluviatilis","Salaria fluviatilis","Animalia","Chordata","Actinopterygii","Perciformes","Blenniidae",18.7305223621156,0.473679527898113,73.158155690312,6.34897846165286,1.53877531243033,0.878553530169393,10.556253625108,19.0498396713133
"3281","Fis-25365","Plectropomus","maculatus","Plectropomus maculatus","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae",67.5570443493442,0.20963043085546,4438.02998627141,17.7966222416328,5.45136743776657,0.342846087878362,39.6435043046338,24.6620143352739
"3282","Fis-25366","Spicara","maena","Spicara maena","Animalia","Chordata","Actinopterygii","Perciformes","Sparidae",20.5079621197318,0.278931956760561,98.3903235248415,8.9719268692731,2.05616744733388,0.538949130268313,10.4502284159865,18.69174331197
"3283","Fis-31132","Anampses","caeruleopunctatus","Anampses caeruleopunctatus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3284","Fis-31133","Anampses","meleagrides","Anampses meleagrides","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3285","Fis-31134","Anampses","neoguinaicus","Anampses neoguinaicus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3286","Fis-31135","Anampses","geographicus","Anampses geographicus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3287","Fis-31136","Anampses","femininus","Anampses femininus","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3288","Fis-31137","Anampses","twistii","Anampses twistii","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3289","Fis-25367","Acentrogobius","caninus","Acentrogobius caninus","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,19.2491623980272
"3290","Fis-25369","Trypauchen","vagina","Trypauchen vagina","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,19.2491623980272
"3291","Fis-25370","Taenioides","cirratus","Taenioides cirratus","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,19.2491623980272
"3292","Fis-25371","Boleophthalmus","boddarti","Boleophthalmus boddarti","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae",14.6713510165133,0.730553757609646,17.4208251316376,3.88001797463685,0.812220397381178,1.36875152942275,7.64727044574771,20.0279378622701
"3293","Fis-31140","Gobius","auratus","Gobius auratus","Animalia","Chordata","Actinopterygii","Perciformes","Gobiidae",12.787208009306,0.500790206121981,18.9154449855112,5.21009821981334,0.957958651814602,0.890679449308893,6.78802774699686,16.2125248104171
"3294","Fis-53382","Parexocoetus","mento","Parexocoetus mento","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",21.013472027639,1.38835060295312,67.8930155623396,2.58262956109444,0.831303541901682,2.05055482017446,13.8652777306118,25.7507245235841
"3295","Fis-25373","Gymnothorax","undulatus","Gymnothorax undulatus","Animalia","Chordata","Actinopterygii","Anguilliformes","Muraenidae",123.227228349164,0.109330850437054,11981.4949284002,19.3370856566747,5.96996977375684,0.21104249424587,58.4192931277796,14.4222923273846
"3296","Fis-25374","Sargocentron","punctatissimum","Sargocentron punctatissimum","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae",20.6353988250723,0.765568610809638,116.154707015765,3.71276909038778,1.40387619163265,1.90489191653131,12.3436079668854,26.0224855460967
"3297","Fis-25375","Sargocentron","caudimaculatum","Sargocentron caudimaculatum","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae",20.6353988250723,0.765568610809638,116.154707015765,3.71276909038778,1.40387619163265,1.90489191653131,12.3436079668854,26.0224855460967
"3298","Fis-25376","Sargocentron","tiere","Sargocentron tiere","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae",20.6353988250723,0.765568610809638,116.154707015765,3.71276909038778,1.40387619163265,1.90489191653131,12.3436079668854,26.0224855460967
"3299","Fis-25377","Sargocentron","violaceum","Sargocentron violaceum","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae",20.6353988250723,0.765568610809638,116.154707015765,3.71276909038778,1.40387619163265,1.90489191653131,12.3436079668854,26.0224855460967
"3300","Fis-31142","Myripristis","berndti","Myripristis berndti","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae",31.8704542529473,0.421895030160531,461.2988726156,7.05041395235962,2.81260041102035,1.0367594347756,19.3088376267302,23.9723782932654
"3301","Fis-25378","Neoniphon","sammara","Neoniphon sammara","Animalia","Chordata","Actinopterygii","Beryciformes","Holocentridae",25.7565893076648,0.547518376885041,239.120875241788,4.80781425544621,1.84842917808494,1.43149794512367,14.8738870205614,25.9780654846923
"3302","Fis-25379","Dendrochirus","brachypterus","Dendrochirus brachypterus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,13.7318220942273
"3303","Fis-31143","Pterois","radiata","Pterois radiata","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,13.7318220942273
"3304","Fis-25380","Pterois","antennata","Pterois antennata","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,13.7318220942273
"3305","Fis-25381","Scorpaenodes","parvipinnis","Scorpaenodes parvipinnis","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,13.7318220942273
"3306","Fis-31145","Anampses","lennardi","Anampses lennardi","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3307","Fis-31146","Anampses","elegans","Anampses elegans","Animalia","Chordata","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,19.8361209579384
"3308","Fis-31149","Scorpaenopsis","diabolus","Scorpaenopsis diabolus","Animalia","Chordata","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,13.7318220942273
"3309","Fis-25382","Anyperodon","leucogrammicus","Anyperodon leucogrammicus","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae",46.5159804265546,0.244285881956405,1222.8220914442,13.3021573946746,4.17193517261428,0.41986704472218,27.2405537053479,23.1563262440973
"3310","Fis-31150","Epinephelus","merra","Epinephelus merra","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae",33.8928654043429,0.34083658115239,570.645000470763,9.76172432976233,3.05698372817096,0.562335060501856,20.6073010908084,26.4242702342232
"3311","Fis-25383","Grammistes","sexlineatus","Grammistes sexlineatus","Animalia","Chordata","Actinopterygii","Perciformes","Serranidae",46.5159804265546,0.244285881956405,1222.8220914442,13.3021573946746,4.17193517261428,0.41986704472218,27.2405537053479,23.1563262440973
