"","am_sid","genus","species","sciname","kingdom","phylum","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","Temperature"
"1","Fis-23465","Cheilopogon","furcatus","Cheilopogon furcatus","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",26.3024410373893,1.17638336008639,129.599968123667,2.7112855696938,0.848665826259289,1.86386315811287,15.7569013856458,26.9552795985446
"2","Fis-22215","Coryphaena","hippurus","Coryphaena hippurus","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae",144.695149835484,1.25211611781396,26578.4745185581,3.68716102004218,0.894690300373711,1.46792564972034,75.6334579689382,24.9526730141078
"3","Fis-29358","Coryphaena","equiselis","Coryphaena equiselis","Animalia","Chordata","Actinopterygii","Perciformes","Coryphaenidae",80.4225471122832,0.983602273224331,4830.97026947233,4.11003331485314,1.02391417624757,1.36914690394205,42.9978571300606,23.5119360060475
"4","Fis-22711","Anguilla","anguilla","Anguilla anguilla","Animalia","Chordata","Actinopterygii","Anguilliformes","Anguillidae",73.1566024108071,0.146120183439912,623.090126836945,13.9237767598934,3.83959456453401,0.24132537489808,33.4260124209896,14.7478685492178
"5","Fis-29291","Argyropelecus","affinis","Argyropelecus affinis","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",10.4913383019195,0.62533146656561,7.93201996879475,4.18518251034441,1.22254332435708,1.02380658946121,6.87172539315939,5.15051465990107
"6","Fis-139729","Melanolagus","bericoides","Melanolagus bericoides","Animalia","Chordata","Actinopterygii","Osmeriformes","Bathylagidae",22.0817100532531,0.379120281165823,84.3690689637004,7.87229555728083,2.64090641465977,0.662836276928799,14.8866052132374,9.98219621637821
"7","Fis-22735","Acanthocybium","solandri","Acanthocybium solandri","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",123.432087712166,0.298623877862951,20929.3971444365,7.92094858934431,2.44456079724678,0.590126516819559,59.0016683262294,25.3797342464662
"8","Fis-29263","Alepisaurus","ferox","Alepisaurus ferox","Animalia","Chordata","Actinopterygii","Aulopiformes","Alepisauridae",28.3521473764074,0.447001161878761,143.124585832324,5.6159681956976,1.67490316434227,0.784098015764652,15.9573417975385,13.8327706931828
"9","Fis-29402","Gasterochisma","melampus","Gasterochisma melampus","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",75.8486780301402,0.366514310965714,3854.7449035097,7.66240189317565,2.22189629003127,0.642470473096203,40.0128141774868,21.2825323674712
"10","Fis-22777","Katsuwonus","pelamis","Katsuwonus pelamis","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",89.8745922758072,0.531737533813128,7515.68708074447,7.70796653754798,2.19445609075614,0.91821071796981,50.5704834690671,24.6249218339387
"11","Fis-29290","Argyropelecus","aculeatus","Argyropelecus aculeatus","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",11.4919260521979,0.6082017353517,10.6724593561635,4.27763627523485,1.25168781347083,1.00934427583446,7.39771443955956,6.55236218277309
"12","Fis-22832","Thunnus","alalunga","Thunnus alalunga","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",141.864513874259,0.180272954729569,37677.4853497062,15.0009396105679,4.74425572570805,0.255720222864568,81.3580941439297,15.824897072437
"13","Fis-22833","Thunnus","albacares","Thunnus albacares","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",193.630261634018,0.326295550175636,114030.94190572,8.16452246105089,2.56785474655946,0.500982505729481,99.1945682278105,23.6774208166775
"14","Fis-22836","Thunnus","obesus","Thunnus obesus","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",200.905020335261,0.188156091541074,90654.4214412388,12.6444860937059,4.06656175872376,0.327124601839471,99.5200622023409,20.9351892315495
"15","Fis-49220","Thunnus","thynnus","Thunnus thynnus","Animalia","Chordata","Actinopterygii","Perciformes","Scombridae",351.105145078083,0.0979841406361893,660586.726369746,24.7213539250978,7.82127945934583,0.152336187713751,175.556413394898,15.8691666908895
"16","Fis-29447","Makaira","nigricans","Makaira nigricans","Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae",430.897759757448,0.280475633345384,429656.875789835,16.8466629348774,3.85296899736425,0.328342363534166,202.378663350328,24.053444870992
"17","Fis-164254","Istiompax","indica","Istiompax indica","Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae",137.842313540831,0.383595424753986,15037.3795153099,10.2039887899543,2.44660389692312,0.512589141514266,70.2188316329432,19.0574592421407
"18","Fis-164253","Kajikia","albida","Kajikia albida","Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae",230.790931858753,0.402931351855856,89371.2832342432,10.7954400948041,2.57874571584382,0.511433014940102,114.59848275475,22.5078559993156
"19","Fis-163398","Kajikia","audax","Kajikia audax","Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae",290.667596014044,0.38226274989029,188531.328850632,11.7007667213288,2.79723597536996,0.474555695752946,142.803910617643,22.815638386487
"20","Fis-29576","Xiphias","gladius","Xiphias gladius","Animalia","Chordata","Actinopterygii","Perciformes","Xiphiidae",243.588095194572,0.141541534713996,195456.254698989,15.0540879450944,4.07398245382704,0.235887154225588,105.101841497324,20.5698902040743
"21","Fis-22856","Centrolophus","niger","Centrolophus niger","Animalia","Chordata","Actinopterygii","Perciformes","Centrolophidae",47.3270248100222,0.284706775080102,1346.30113781156,10.7038666027018,2.70456507767932,0.476574167085166,26.1214567284817,15.8758181528381
"22","Fis-22935","Pomatomus","saltatrix","Pomatomus saltatrix","Animalia","Chordata","Actinopterygii","Perciformes","Pomatomidae",99.8537955516183,0.185448659582066,9538.00162994097,9.6392967700102,2.6779024375532,0.378864828443736,42.6989858778237,23.0941495489717
"23","Fis-22970","Trachurus","symmetricus","Trachurus symmetricus","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae",78.1835359121599,0.18111799488663,4654.87884121347,23.7951729340692,5.1761391082427,0.277688247731125,42.481120629774,15.5055400145415
"24","Fis-22852","Brama","brama","Brama brama","Animalia","Chordata","Actinopterygii","Perciformes","Bramidae",61.6320199845615,0.148730761639203,2728.45421887884,18.5221323620743,4.68588014588449,0.268119684706743,32.2595426358988,15.7231565234424
"25","Fis-29427","Lampanyctus","alatus","Lampanyctus alatus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"26","Fis-23087","Ceratoscopelus","maderensis","Ceratoscopelus maderensis","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"27","Fis-23167","Lampanyctus","pusillus","Lampanyctus pusillus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"28","Fis-23882","Uraspis","secunda","Uraspis secunda","Animalia","Chordata","Actinopterygii","Perciformes","Carangidae",37.732777023421,0.578652354752647,599.715643356572,5.76393398828447,1.50195700886241,1.1769853267833,20.1073969456219,23.8444770316967
"29","Fis-5571","Cheilopogon","exsiliens","Cheilopogon exsiliens","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",26.3024410373893,1.17638336008639,129.599968123667,2.7112855696938,0.848665826259289,1.86386315811287,15.7569013856458,26.9552795985446
"30","Fis-50817","Fodiator","acutus","Fodiator acutus","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",26.5608266707112,1.13458259941546,127.161093712084,2.82781240507235,0.884825221667721,1.75648130646191,16.1034296871398,24.9725285325592
"31","Fis-23550","Hirundichthys","rondeletii","Hirundichthys rondeletii","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",27.0310146666975,1.4724342871125,114.843623408346,2.00749689298893,0.644773994535344,2.26306999195365,15.9737938217371,24.7563086081045
"32","Fis-23551","Hirundichthys","speculiger","Hirundichthys speculiger","Animalia","Chordata","Actinopterygii","Beloniformes","Exocoetidae",27.0310146666975,1.4724342871125,114.843623408346,2.00749689298893,0.644773994535344,2.26306999195365,15.9737938217371,24.7563086081045
"33","Fis-30041","Gempylus","serpens","Gempylus serpens","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae",52.0019581968824,0.276192503506211,1046.39416500422,12.189347005778,2.94090132851898,0.422597732743083,28.5390515781757,17.0063077544213
"34","Fis-23580","Lampris","guttatus","Lampris guttatus","Animalia","Chordata","Actinopterygii","Lampriformes","Lampridae",55.5173206992206,0.247055178215991,1400.71878759725,10.4054259948334,3.06933231926246,0.437254884638322,29.5761081256118,16.0088209730808
"35","Fis-58405","Scomberesox","saurus","Scomberesox saurus","Animalia","Chordata","Actinopterygii","Beloniformes","Scomberesocidae",30.2934547376769,0.647007674964311,176.44581200552,4.44949507710978,1.37935692251554,1.11340504161518,17.6182699901571,18.7955873512006
"36","Fis-47983","Acropoma","japonicum","Acropoma japonicum","Animalia","Chordata","Actinopterygii","Perciformes","Acropomatidae",36.3049027800752,0.344613453384055,497.627329464225,9.63150655140689,2.33954877394848,0.55703242114456,20.5316431235484,17.0869004608154
"37","Fis-29723","Bathophilus","nigerrimus","Bathophilus nigerrimus","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",20.0243083344244,0.420993169858862,53.9277590606142,6.39638244666506,1.82865638200314,0.643703946184218,12.450321986136,6.04779231261395
"38","Fis-23484","Electrona","risso","Electrona risso","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",6.66077423194417,1.09551170117423,2.75573568049175,2.34153022044704,0.717401222415505,2.3754547018842,4.19318987447723,16.3007081031298
"39","Fis-23515","Gonichthys","cocco","Gonichthys cocco","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"40","Fis-23555","Hygophum","benoiti","Hygophum benoiti","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"41","Fis-23556","Hygophum","hygomii","Hygophum hygomii","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"42","Fis-30255","Luvarus","imperialis","Luvarus imperialis","Animalia","Chordata","Actinopterygii","Perciformes","Luvaridae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"43","Fis-23637","Microstoma","microstoma","Microstoma microstoma","Animalia","Chordata","Actinopterygii","Osmeriformes","Microstomatidae",19.870939834084,0.519249045952084,60.5697274593739,6.15983916132347,2.03639178431182,0.883831610398904,13.5256968821502,12.4113073985439
"44","Fis-23639","Mola","mola","Mola mola","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae",284.194255964667,0.201868185406896,219673.346915307,14.3219706308209,4.4589978600242,0.349905513054444,133.553765244814,20.3460653088234
"45","Fis-23643","Mora","moro","Mora moro","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae",61.1793504397013,0.12860791946534,1897.06001180889,20.2067457318602,6.14709132922902,0.234053034129778,35.8146216911178,10.1332582374873
"46","Fis-23844","Symbolophorus","veranyi","Symbolophorus veranyi","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",11.3007853150241,0.521782220964216,13.0053289911475,4.67228603946315,1.42119461148751,1.0690404797478,6.95696167707652,11.0336773626245
"47","Fis-23758","Ranzania","laevis","Ranzania laevis","Animalia","Chordata","Actinopterygii","Tetraodontiformes","Molidae",69.9827385240968,0.314537321837172,4264.27112017138,8.48407116860957,2.63759574600545,0.613274436219937,36.6085921283079,19.8972129268124
"48","Fis-30711","Tetragonurus","cuvieri","Tetragonurus cuvieri","Animalia","Chordata","Actinopterygii","Perciformes","Tetragonuridae",64.0140316418188,0.141266787601747,2377.70620173417,20.7385225590974,5.20402615314713,0.223870707624969,35.5948945043805,7.0348666950057
"49","Fis-29880","Cyclothone","braueri","Cyclothone braueri","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",11.0535332054983,0.686128325286625,9.33597275513956,3.81030384100126,1.12487864454654,1.15817067543176,7.11261835795914,7.15719709929416
"50","Fis-23454","Cyclothone","microdon","Cyclothone microdon","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",11.0535332054983,0.686128325286625,9.33597275513956,3.81030384100126,1.12487864454654,1.15817067543176,7.11261835795914,7.15719709929416
"51","Fis-23893","Zu","cristatus","Zu cristatus","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae",91.3949145460989,0.176029453189059,5984.83398488599,14.2035614350977,4.23612160287866,0.31020284277436,46.4908745250475,15.5109475582373
"52","Fis-23868","Trachipterus","trachypterus","Trachipterus trachypterus","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae",150.458096674791,0.12542286550638,25571.3267672291,19.3880728709006,5.84645921908099,0.220067990194981,73.0793045834187,15.0130741433937
"53","Fis-23888","Vinciguerria","attenuata","Vinciguerria attenuata","Animalia","Chordata","Actinopterygii","Stomiiformes","Phosichthyidae",7.99028060347313,1.63560801951768,3.21611703292684,1.52971688673045,0.46092253732925,2.83709958806701,4.99224961802376,13.6063900976236
"54","Fis-23889","Vinciguerria","poweriae","Vinciguerria poweriae","Animalia","Chordata","Actinopterygii","Stomiiformes","Phosichthyidae",7.99028060347313,1.63560801951768,3.21611703292684,1.52971688673045,0.46092253732925,2.83709958806701,4.99224961802376,13.6063900976236
"55","Fis-29801","Chauliodus","sloani","Chauliodus sloani","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",23.4355580014575,0.394858937356758,84.5919498929782,6.88031680556029,1.98098737642832,0.607476236760382,14.4047007243186,6.01216707338544
"56","Fis-23604","Lobianchia","dofleini","Lobianchia dofleini","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",4.99779888198794,1.23694699590563,1.43116692003533,1.84602530421497,0.593541677723162,3.27633775006622,3.03847872941256,21.7373624310438
"57","Fis-23605","Lobianchia","gemellarii","Lobianchia gemellarii","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",6.87645504567583,0.901681216052095,3.45214112965323,2.56655830910392,0.813256936480478,2.21295273918043,4.1662385734832,18.4288345425996
"58","Fis-23502","Evermannella","balbo","Evermannella balbo","Animalia","Chordata","Actinopterygii","Aulopiformes","Evermannellidae",26.0498206111996,0.506595400481896,109.761860812001,5.08438398605293,1.5076093994297,0.876932642765232,14.8216514993366,14.1625205457297
"59","Fis-30075","Gonostoma","denudatum","Gonostoma denudatum","Animalia","Chordata","Actinopterygii","Stomiiformes","Gonostomatidae",13.9104432355543,0.614789683065959,18.9780776199667,4.24980613770915,1.25094644763944,1.03704286587756,8.69295795178302,8.83887855267775
"60","Fis-23562","Ichthyococcus","ovatus","Ichthyococcus ovatus","Animalia","Chordata","Actinopterygii","Stomiiformes","Phosichthyidae",11.8269135916885,0.949212638803519,11.138798631664,2.69274262814559,0.800755359672411,1.62310911365048,7.28284340601903,12.0634750518425
"61","Fis-23839","Stomias","boa boa","Stomias boa boa","Animalia","Chordata","Actinopterygii","Stomiiformes","Stomiidae",24.8899233396461,0.421594428119779,96.5430490307537,6.39147627424113,1.85961239628405,0.651335310595272,15.1563468711771,6.09190700997247
"62","Fis-23905","Antimora","rostrata","Antimora rostrata","Animalia","Chordata","Actinopterygii","Gadiformes","Moridae",68.7746939909643,0.143493823215454,2177.97565928595,19.457819370881,5.9136836611613,0.238923136883152,41.480038586639,5.6887113701005
"63","Fis-30683","Sudis","hyalina","Sudis hyalina","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae",23.1034133310212,0.599048219744625,73.2482409198244,4.47381588110847,1.31670002518123,1.00650934912079,13.4405195226304,13.5584901636008
"64","Fis-29669","Argyropelecus","gigas","Argyropelecus gigas","Animalia","Chordata","Actinopterygii","Stomiiformes","Sternoptychidae",11.4919260521979,0.6082017353517,10.6724593561635,4.27763627523485,1.25168781347083,1.00934427583446,7.39771443955956,6.55236218277309
"65","Fis-64697","Melanocetus","johnsonii","Melanocetus johnsonii","Animalia","Chordata","Actinopterygii","Lophiiformes","Melanocetidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,12.2775190360499
"66","Fis-23904","Anoplogaster","cornuta","Anoplogaster cornuta","Animalia","Chordata","Actinopterygii","Beryciformes","Anoplogastridae",17.5331943855007,0.497814641777543,40.8894223016225,5.50653129413945,1.85553109622442,0.922366779579521,11.4599325379539,6.86218050651117
"67","Fis-47643","Magnisudis","atlantica","Magnisudis atlantica","Animalia","Chordata","Actinopterygii","Aulopiformes","Paralepididae",23.1034133310212,0.599048219744625,73.2482409198244,4.47381588110847,1.31670002518123,1.00650934912079,13.4405195226304,13.5584901636008
"68","Fis-29601","Alepisaurus","brevirostris","Alepisaurus brevirostris","Animalia","Chordata","Actinopterygii","Aulopiformes","Alepisauridae",28.3521473764074,0.447001161878761,143.124585832324,5.6159681956976,1.67490316434227,0.784098015764652,15.9573417975385,13.8327706931828
"69","Fis-23950","Ceratoscopelus","townsendi","Ceratoscopelus townsendi","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"70","Fis-24003","Diogenichthys","laternatus","Diogenichthys laternatus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"71","Fis-24154","Notoscopelus","resplendens","Notoscopelus resplendens","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",12.2346154889068,0.492988068890828,22.5798190178302,4.77435780264091,1.5112225437391,1.09255020656963,7.49624028753897,11.6709836570293
"72","Fis-24386","Triphoturus","mexicanus","Triphoturus mexicanus","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.59910620939987,0.643389997805806,8.71300168636487,3.62943177825521,1.13450838247298,1.46641844517692,5.78504787841951,15.0640022009219
"73","Fis-29877","Cryptopsaras","couesii","Cryptopsaras couesii","Animalia","Chordata","Actinopterygii","Lophiiformes","Ceratiidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,12.2775190360499
"74","Fis-30110","Himantolophus","groenlandicus","Himantolophus groenlandicus","Animalia","Chordata","Actinopterygii","Lophiiformes","Himantolophidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,12.2775190360499
"75","Fis-29738","Bregmaceros","atlanticus","Bregmaceros atlanticus","Animalia","Chordata","Actinopterygii","Gadiformes","Bregmacerotidae",53.4638761213043,0.216515961828279,1173.39915836495,12.9560905121233,3.69996876507008,0.373871679517332,30.6400306799315,12.5313643608628
"76","Fis-30014","Euleptorhamphus","velox","Euleptorhamphus velox","Animalia","Chordata","Actinopterygii","Beloniformes","Hemiramphidae",26.259761098815,0.793187204262722,139.278894368793,4.62987294032797,1.27551735485028,1.1325320057915,16.0083444905641,24.083261577409
"77","Fis-30015","Euleptorhamphus","viridis","Euleptorhamphus viridis","Animalia","Chordata","Actinopterygii","Beloniformes","Hemiramphidae",26.259761098815,0.793187204262722,139.278894368793,4.62987294032797,1.27551735485028,1.1325320057915,16.0083444905641,24.083261577409
"78","Fis-24609","Eumecichthys","fiski","Eumecichthys fiski","Animalia","Chordata","Actinopterygii","Lampriformes","Lophotidae",55.5173206992206,0.247055178215991,1400.71878759725,10.4054259948334,3.06933231926246,0.437254884638322,29.5761081256118,16.0088209730808
"79","Fis-30248","Lophotus","lacepede","Lophotus lacepede","Animalia","Chordata","Actinopterygii","Lampriformes","Lophotidae",55.5173206992206,0.247055178215991,1400.71878759725,10.4054259948334,3.06933231926246,0.437254884638322,29.5761081256118,16.0088209730808
"80","Fis-24539","Desmodema","polystictum","Desmodema polystictum","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae",91.3949145460989,0.176029453189059,5984.83398488599,14.2035614350977,4.23612160287866,0.31020284277436,46.4908745250475,15.5109475582373
"81","Fis-30736","Trachipterus","altivelis","Trachipterus altivelis","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae",150.458096674791,0.12542286550638,25571.3267672291,19.3880728709006,5.84645921908099,0.220067990194981,73.0793045834187,15.0130741433937
"82","Fis-30737","Trachipterus","fukuzakii","Trachipterus fukuzakii","Animalia","Chordata","Actinopterygii","Lampriformes","Trachipteridae",150.458096674791,0.12542286550638,25571.3267672291,19.3880728709006,5.84645921908099,0.220067990194981,73.0793045834187,15.0130741433937
"83","Fis-30575","Regalecus","glesne","Regalecus glesne","Animalia","Chordata","Actinopterygii","Lampriformes","Regalecidae",55.5173206992206,0.247055178215991,1400.71878759725,10.4054259948334,3.06933231926246,0.437254884638322,29.5761081256118,16.0088209730808
"84","Fis-30682","Stylephorus","chordatus","Stylephorus chordatus","Animalia","Chordata","Actinopterygii","Lampriformes","Stylephoridae",55.5173206992206,0.247055178215991,1400.71878759725,10.4054259948334,3.06933231926246,0.437254884638322,29.5761081256118,16.0088209730808
"85","Fis-24762","Macroramphosus","gracilis","Macroramphosus gracilis","Animalia","Chordata","Actinopterygii","Syngnathiformes","Centriscidae",13.0946190779479,0.700512871979845,9.84064116700264,3.84562435825626,1.092170357387,1.20125383563639,7.82426219566235,12.0004674017738
"86","Fis-24896","Phtheirichthys","lineatus","Phtheirichthys lineatus","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"87","Fis-24929","Remora","australis","Remora australis","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"88","Fis-24930","Remora","brachyptera","Remora brachyptera","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"89","Fis-24931","Remora","osteochir","Remora osteochir","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"90","Fis-7669","Remora","albescens","Remora albescens","Animalia","Chordata","Actinopterygii","Perciformes","Echeneidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,19.6241550539349
"91","Fis-22216","Brama","caribbea","Brama caribbea","Animalia","Chordata","Actinopterygii","Perciformes","Bramidae",53.192321063068,0.193816770607404,1697.58169869321,15.0826959090602,3.76720563008569,0.338118103970904,28.4325833199347,16.4676517928135
"92","Fis-29736","Brama","japonica","Brama japonica","Animalia","Chordata","Actinopterygii","Perciformes","Bramidae",53.8979537397623,0.187406498280752,1737.79192018191,15.5630920164399,3.89040959737099,0.324835740290773,28.9033369107514,15.6338954316238
"93","Fis-30555","Pterycombus","brama","Pterycombus brama","Animalia","Chordata","Actinopterygii","Perciformes","Bramidae",45.3072961038331,0.261209285543915,1031.75743907017,11.902825222403,2.93272590521655,0.443826028446245,24.6514670740102,18.0459034233742
"94","Fis-30708","Taractes","asper","Taractes asper","Animalia","Chordata","Actinopterygii","Perciformes","Bramidae",45.3072961038331,0.261209285543915,1031.75743907017,11.902825222403,2.93272590521655,0.443826028446245,24.6514670740102,18.0459034233742
"95","Fis-25025","Taractichthys","longipinnis","Taractichthys longipinnis","Animalia","Chordata","Actinopterygii","Perciformes","Bramidae",45.3072961038331,0.261209285543915,1031.75743907017,11.902825222403,2.93272590521655,0.443826028446245,24.6514670740102,18.0459034233742
"96","Fis-170414","Kyphosus","ocyurus","Kyphosus ocyurus","Animalia","Chordata","Actinopterygii","Perciformes","Kyphosidae",48.2008090136077,0.285528208322753,1465.64269591192,15.5664818775119,3.97937295542665,0.437954164680674,28.895925632603,23.2566658862779
"97","Fis-30341","Nealotus","tripes","Nealotus tripes","Animalia","Chordata","Actinopterygii","Perciformes","Gempylidae",52.0019581968824,0.276192503506211,1046.39416500422,12.189347005778,2.94090132851898,0.422597732743083,28.5390515781757,17.0063077544213
"98","Fis-30712","Tetrapturus","angustirostris","Tetrapturus angustirostris","Animalia","Chordata","Actinopterygii","Perciformes","Istiophoridae",154.361935381422,0.341966214879618,22906.65392695,10.9893001884952,2.65609442719695,0.479997773588585,76.0992130152124,21.5117251833721
"99","Fis-30523","Psenes","cyanophrys","Psenes cyanophrys","Animalia","Chordata","Actinopterygii","Perciformes","Nomeidae",32.0042507730274,0.464189191984223,348.831054205233,7.54027911100735,1.80939412663015,0.746010613335566,18.1557348435885,20.3528411341517
"100","Fis-30524","Psenes","maculatus","Psenes maculatus","Animalia","Chordata","Actinopterygii","Perciformes","Nomeidae",32.0042507730274,0.464189191984223,348.831054205233,7.54027911100735,1.80939412663015,0.746010613335566,18.1557348435885,20.3528411341517
"101","Fis-30919","Rondeletia","loricata","Rondeletia loricata","Animalia","Chordata","Actinopterygii","Cetomimiformes","Rondeletiidae",16.3591526476809,0.393823816754244,32.6481087166352,7.50101217333826,2.04652029828379,0.568302741714304,10.6525856720596,5.69028530002637
"102","Fis-25136","Symbolophorus","evermanni","Symbolophorus evermanni","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",11.3007853150241,0.521782220964216,13.0053289911475,4.67228603946315,1.42119461148751,1.0690404797478,6.95696167707652,11.0336773626245
"103","Fis-30985","Myctophum","asperum","Myctophum asperum","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.50108238531639,0.471590862667743,8.06473968146191,4.55360979131093,1.41427312317866,1.10084224312941,5.63072108382736,13.475846419289
"104","Fis-30986","Myctophum","aurolaternatum","Myctophum aurolaternatum","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.50108238531639,0.471590862667743,8.06473968146191,4.55360979131093,1.41427312317866,1.10084224312941,5.63072108382736,13.475846419289
"105","Fis-30987","Myctophum","nitidulum","Myctophum nitidulum","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.90970063241151,0.433081522530839,8.79080233151257,4.93140993560305,1.53480635008138,0.995184146372219,5.91240788040828,11.4983560388366
"106","Fis-25165","Hygophum","reinhardtii","Hygophum reinhardtii","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"107","Fis-31001","Hygophum","proximum","Hygophum proximum","Animalia","Chordata","Actinopterygii","Myctophiformes","Myctophidae",9.46129188303633,0.657286866836137,8.32696606678787,3.56832679324058,1.11430564955557,1.49470543009407,5.71257704823068,15.1203066541555
"108","Fis-31004","Eurypharynx","pelecanoides","Eurypharynx pelecanoides","Animalia","Chordata","Actinopterygii","Saccopharyngiformes","Eurypharyngidae",28.5214442641523,0.402848281288839,182.910645803624,6.85997763534291,1.98280166893394,0.680590543817904,16.5448723423216,13.939912326216
"109","Fis-64476","Omosudis","lowii","Omosudis lowii","Animalia","Chordata","Actinopterygii","Aulopiformes","Omosudidae",28.3521473764074,0.447001161878761,143.124585832324,5.6159681956976,1.67490316434227,0.784098015764652,15.9573417975385,13.8327706931828
