"","long","lat","loiczid"
"928",-86.25,27.25,90188
"929",-85.75,27.25,90189
"930",-85.25,27.25,90190
"931",-84.75,27.25,90191
"932",-84.25,27.25,90192
"933",-83.75,27.25,90193
"934",-83.25,27.25,90194
"935",-82.75,27.25,90195
"936",-82.25,27.25,90196
"937",-81.75,27.25,90197
"938",-81.25,27.25,90198
"939",-80.75,27.25,90199
"940",-80.25,27.25,90200
"941",-79.75,27.25,90201
"942",-79.25,27.25,90202
"943",-78.75,27.25,90203
"944",-78.25,27.25,90204
"945",-77.75,27.25,90205
"946",-77.25,27.25,90206
"947",-76.75,27.25,90207
"948",-76.25,27.25,90208
"949",-75.75,27.25,90209
"950",-75.25,27.25,90210
"951",-74.75,27.25,90211
"952",-74.25,27.25,90212
"953",-73.75,27.25,90213
"954",-73.25,27.25,90214
"955",-72.75,27.25,90215
"956",-72.25,27.25,90216
"957",-71.75,27.25,90217
"958",-71.25,27.25,90218
"959",-70.75,27.25,90219
"960",-70.25,27.25,90220
"961",-99.75,26.75,90881
"962",-99.25,26.75,90882
"963",-98.75,26.75,90883
"964",-98.25,26.75,90884
"965",-97.75,26.75,90885
"966",-97.25,26.75,90886
"967",-96.75,26.75,90887
"968",-96.25,26.75,90888
"969",-95.75,26.75,90889
"970",-95.25,26.75,90890
"971",-94.75,26.75,90891
"972",-94.25,26.75,90892
"973",-93.75,26.75,90893
"974",-93.25,26.75,90894
"975",-92.75,26.75,90895
"976",-92.25,26.75,90896
"977",-91.75,26.75,90897
"978",-91.25,26.75,90898
"979",-90.75,26.75,90899
"980",-90.25,26.75,90900
"981",-89.75,26.75,90901
"982",-89.25,26.75,90902
"983",-88.75,26.75,90903
"984",-88.25,26.75,90904
"985",-87.75,26.75,90905
"986",-87.25,26.75,90906
"987",-86.75,26.75,90907
"988",-86.25,26.75,90908
"989",-85.75,26.75,90909
"990",-85.25,26.75,90910
"991",-84.75,26.75,90911
"992",-84.25,26.75,90912
"993",-83.75,26.75,90913
"994",-83.25,26.75,90914
"995",-82.75,26.75,90915
"996",-82.25,26.75,90916
"997",-81.75,26.75,90917
"998",-81.25,26.75,90918
"999",-80.75,26.75,90919
"1000",-80.25,26.75,90920
"1001",-79.75,26.75,90921
"1002",-79.25,26.75,90922
"1003",-78.75,26.75,90923
"1004",-78.25,26.75,90924
"1005",-77.75,26.75,90925
"1006",-77.25,26.75,90926
"1007",-76.75,26.75,90927
"1008",-76.25,26.75,90928
"1009",-75.75,26.75,90929
"1010",-75.25,26.75,90930
"1011",-74.75,26.75,90931
"1012",-74.25,26.75,90932
"1013",-73.75,26.75,90933
"1014",-73.25,26.75,90934
"1015",-72.75,26.75,90935
"1016",-72.25,26.75,90936
"1017",-71.75,26.75,90937
"1018",-71.25,26.75,90938
"1019",-70.75,26.75,90939
"1020",-70.25,26.75,90940
"1021",-99.75,26.25,91601
"1022",-99.25,26.25,91602
"1023",-98.75,26.25,91603
"1024",-98.25,26.25,91604
"1025",-97.75,26.25,91605
"1026",-97.25,26.25,91606
"1027",-96.75,26.25,91607
"1028",-96.25,26.25,91608
"1029",-95.75,26.25,91609
"1030",-95.25,26.25,91610
"1031",-94.75,26.25,91611
"1032",-94.25,26.25,91612
"1033",-93.75,26.25,91613
"1034",-93.25,26.25,91614
"1035",-92.75,26.25,91615
"1036",-92.25,26.25,91616
"1037",-91.75,26.25,91617
"1038",-91.25,26.25,91618
"1039",-90.75,26.25,91619
"1040",-90.25,26.25,91620
"1041",-89.75,26.25,91621
"1042",-89.25,26.25,91622
"1043",-88.75,26.25,91623
"1044",-88.25,26.25,91624
"1045",-87.75,26.25,91625
"1046",-87.25,26.25,91626
"1047",-86.75,26.25,91627
"1048",-86.25,26.25,91628
"1049",-85.75,26.25,91629
"1050",-85.25,26.25,91630
"1051",-84.75,26.25,91631
"1052",-84.25,26.25,91632
"1053",-83.75,26.25,91633
"1054",-83.25,26.25,91634
"1055",-82.75,26.25,91635
"1056",-82.25,26.25,91636
"1057",-81.75,26.25,91637
"1058",-81.25,26.25,91638
"1059",-80.75,26.25,91639
"1060",-80.25,26.25,91640
"1061",-79.75,26.25,91641
"1062",-79.25,26.25,91642
"1063",-78.75,26.25,91643
"1064",-78.25,26.25,91644
"1065",-77.75,26.25,91645
"1066",-77.25,26.25,91646
"1067",-76.75,26.25,91647
"1068",-76.25,26.25,91648
"1069",-75.75,26.25,91649
"1070",-75.25,26.25,91650
"1071",-74.75,26.25,91651
"1072",-74.25,26.25,91652
"1073",-73.75,26.25,91653
"1074",-73.25,26.25,91654
"1075",-72.75,26.25,91655
"1076",-72.25,26.25,91656
"1077",-71.75,26.25,91657
"1078",-71.25,26.25,91658
"1079",-70.75,26.25,91659
"1080",-70.25,26.25,91660
"1081",-99.75,25.75,92321
"1082",-99.25,25.75,92322
"1083",-98.75,25.75,92323
"1084",-98.25,25.75,92324
"1085",-97.75,25.75,92325
"1086",-97.25,25.75,92326
"1087",-96.75,25.75,92327
"1088",-96.25,25.75,92328
"1089",-95.75,25.75,92329
"1090",-95.25,25.75,92330
"1091",-94.75,25.75,92331
"1092",-94.25,25.75,92332
"1093",-93.75,25.75,92333
"1094",-93.25,25.75,92334
"1095",-92.75,25.75,92335
"1096",-92.25,25.75,92336
"1097",-91.75,25.75,92337
"1098",-91.25,25.75,92338
"1099",-90.75,25.75,92339
"1100",-90.25,25.75,92340
"1101",-89.75,25.75,92341
"1102",-89.25,25.75,92342
"1103",-88.75,25.75,92343
"1104",-88.25,25.75,92344
"1105",-87.75,25.75,92345
"1106",-87.25,25.75,92346
"1107",-86.75,25.75,92347
"1108",-86.25,25.75,92348
"1109",-85.75,25.75,92349
"1110",-85.25,25.75,92350
"1111",-84.75,25.75,92351
"1112",-84.25,25.75,92352
"1113",-83.75,25.75,92353
"1114",-83.25,25.75,92354
"1115",-82.75,25.75,92355
"1116",-82.25,25.75,92356
"1117",-81.75,25.75,92357
"1118",-81.25,25.75,92358
"1119",-80.75,25.75,92359
"1120",-80.25,25.75,92360
"1121",-79.75,25.75,92361
"1122",-79.25,25.75,92362
"1123",-78.75,25.75,92363
"1124",-78.25,25.75,92364
"1125",-77.75,25.75,92365
"1126",-77.25,25.75,92366
"1127",-76.75,25.75,92367
"1128",-76.25,25.75,92368
"1129",-75.75,25.75,92369
"1130",-75.25,25.75,92370
"1131",-74.75,25.75,92371
"1132",-74.25,25.75,92372
"1133",-73.75,25.75,92373
"1134",-73.25,25.75,92374
"1135",-72.75,25.75,92375
"1136",-72.25,25.75,92376
"1137",-71.75,25.75,92377
"1138",-71.25,25.75,92378
"1139",-70.75,25.75,92379
"1140",-70.25,25.75,92380
"1141",-99.75,25.25,93041
"1142",-99.25,25.25,93042
"1143",-98.75,25.25,93043
"1144",-98.25,25.25,93044
"1145",-97.75,25.25,93045
"1146",-97.25,25.25,93046
"1147",-96.75,25.25,93047
"1148",-96.25,25.25,93048
"1149",-95.75,25.25,93049
"1150",-95.25,25.25,93050
"1151",-94.75,25.25,93051
"1152",-94.25,25.25,93052
"1153",-93.75,25.25,93053
"1154",-93.25,25.25,93054
"1155",-92.75,25.25,93055
"1156",-92.25,25.25,93056
"1157",-91.75,25.25,93057
"1158",-91.25,25.25,93058
"1159",-90.75,25.25,93059
"1160",-90.25,25.25,93060
"1161",-89.75,25.25,93061
"1162",-89.25,25.25,93062
"1163",-88.75,25.25,93063
"1164",-88.25,25.25,93064
"1165",-87.75,25.25,93065
"1166",-87.25,25.25,93066
"1167",-86.75,25.25,93067
"1168",-86.25,25.25,93068
"1169",-85.75,25.25,93069
"1170",-85.25,25.25,93070
"1171",-84.75,25.25,93071
"1172",-84.25,25.25,93072
"1173",-83.75,25.25,93073
"1174",-83.25,25.25,93074
"1175",-82.75,25.25,93075
"1176",-82.25,25.25,93076
"1177",-81.75,25.25,93077
"1178",-81.25,25.25,93078
"1179",-80.75,25.25,93079
"1180",-80.25,25.25,93080
"1181",-79.75,25.25,93081
"1182",-79.25,25.25,93082
"1183",-78.75,25.25,93083
"1184",-78.25,25.25,93084
"1185",-77.75,25.25,93085
"1186",-77.25,25.25,93086
"1187",-76.75,25.25,93087
"1188",-76.25,25.25,93088
"1189",-75.75,25.25,93089
"1190",-75.25,25.25,93090
"1191",-74.75,25.25,93091
"1192",-74.25,25.25,93092
"1193",-73.75,25.25,93093
"1194",-73.25,25.25,93094
"1195",-72.75,25.25,93095
"1196",-72.25,25.25,93096
"1197",-71.75,25.25,93097
"1198",-71.25,25.25,93098
"1199",-70.75,25.25,93099
"1200",-70.25,25.25,93100
"1201",-99.75,24.75,93761
"1202",-99.25,24.75,93762
"1203",-98.75,24.75,93763
"1204",-98.25,24.75,93764
"1205",-97.75,24.75,93765
"1206",-97.25,24.75,93766
"1207",-96.75,24.75,93767
"1208",-96.25,24.75,93768
"1209",-95.75,24.75,93769
"1210",-95.25,24.75,93770
"1211",-94.75,24.75,93771
"1212",-94.25,24.75,93772
"1213",-93.75,24.75,93773
"1214",-93.25,24.75,93774
"1215",-92.75,24.75,93775
"1216",-92.25,24.75,93776
"1217",-91.75,24.75,93777
"1218",-91.25,24.75,93778
"1219",-90.75,24.75,93779
"1220",-90.25,24.75,93780
"1221",-89.75,24.75,93781
"1222",-89.25,24.75,93782
"1223",-88.75,24.75,93783
"1224",-88.25,24.75,93784
"1225",-87.75,24.75,93785
"1226",-87.25,24.75,93786
"1227",-86.75,24.75,93787
"1228",-86.25,24.75,93788
"1229",-85.75,24.75,93789
"1230",-85.25,24.75,93790
"1231",-84.75,24.75,93791
"1232",-84.25,24.75,93792
"1233",-83.75,24.75,93793
"1234",-83.25,24.75,93794
"1235",-82.75,24.75,93795
"1236",-82.25,24.75,93796
"1237",-81.75,24.75,93797
"1238",-81.25,24.75,93798
"1239",-80.75,24.75,93799
"1240",-80.25,24.75,93800
"1241",-79.75,24.75,93801
"1242",-79.25,24.75,93802
"1243",-78.75,24.75,93803
"1244",-78.25,24.75,93804
"1245",-77.75,24.75,93805
"1246",-77.25,24.75,93806
"1247",-76.75,24.75,93807
"1248",-76.25,24.75,93808
"1249",-75.75,24.75,93809
"1250",-75.25,24.75,93810
"1251",-74.75,24.75,93811
"1252",-74.25,24.75,93812
"1253",-73.75,24.75,93813
"1254",-73.25,24.75,93814
"1255",-72.75,24.75,93815
"1256",-72.25,24.75,93816
"1257",-71.75,24.75,93817
"1258",-71.25,24.75,93818
"1259",-70.75,24.75,93819
"1260",-70.25,24.75,93820
"1261",-99.75,24.25,94481
"1262",-99.25,24.25,94482
"1263",-98.75,24.25,94483
"1264",-98.25,24.25,94484
"1265",-97.75,24.25,94485
"1266",-97.25,24.25,94486
"1267",-96.75,24.25,94487
"1268",-96.25,24.25,94488
"1269",-95.75,24.25,94489
"1270",-95.25,24.25,94490
"1271",-94.75,24.25,94491
"1272",-94.25,24.25,94492
"1273",-93.75,24.25,94493
"1274",-93.25,24.25,94494
"1275",-92.75,24.25,94495
"1276",-92.25,24.25,94496
"1277",-91.75,24.25,94497
"1278",-91.25,24.25,94498
"1279",-90.75,24.25,94499
"1280",-90.25,24.25,94500
"1281",-89.75,24.25,94501
"1282",-89.25,24.25,94502
"1283",-88.75,24.25,94503
"1284",-88.25,24.25,94504
"1285",-87.75,24.25,94505
"1286",-87.25,24.25,94506
"1287",-86.75,24.25,94507
"1288",-86.25,24.25,94508
"1289",-85.75,24.25,94509
"1290",-85.25,24.25,94510
"1291",-84.75,24.25,94511
"1292",-84.25,24.25,94512
"1293",-83.75,24.25,94513
"1294",-83.25,24.25,94514
"1295",-82.75,24.25,94515
"1296",-82.25,24.25,94516
"1297",-81.75,24.25,94517
"1298",-81.25,24.25,94518
"1299",-80.75,24.25,94519
"1300",-80.25,24.25,94520
"1301",-79.75,24.25,94521
"1302",-79.25,24.25,94522
"1303",-78.75,24.25,94523
"1304",-78.25,24.25,94524
"1305",-77.75,24.25,94525
"1306",-77.25,24.25,94526
"1307",-76.75,24.25,94527
"1308",-76.25,24.25,94528
"1309",-75.75,24.25,94529
"1310",-75.25,24.25,94530
"1311",-74.75,24.25,94531
"1312",-74.25,24.25,94532
"1313",-73.75,24.25,94533
"1314",-73.25,24.25,94534
"1315",-72.75,24.25,94535
"1316",-72.25,24.25,94536
"1317",-71.75,24.25,94537
"1318",-71.25,24.25,94538
"1319",-70.75,24.25,94539
"1320",-70.25,24.25,94540
"1321",-99.75,23.75,95201
"1322",-99.25,23.75,95202
"1323",-98.75,23.75,95203
"1324",-98.25,23.75,95204
"1325",-97.75,23.75,95205
"1326",-97.25,23.75,95206
"1327",-96.75,23.75,95207
"1328",-96.25,23.75,95208
"1329",-95.75,23.75,95209
"1330",-95.25,23.75,95210
"1331",-94.75,23.75,95211
"1332",-94.25,23.75,95212
"1333",-93.75,23.75,95213
"1334",-93.25,23.75,95214
"1335",-92.75,23.75,95215
"1336",-92.25,23.75,95216
"1337",-91.75,23.75,95217
"1338",-91.25,23.75,95218
"1339",-90.75,23.75,95219
"1340",-90.25,23.75,95220
"1341",-89.75,23.75,95221
"1342",-89.25,23.75,95222
"1343",-88.75,23.75,95223
"1344",-88.25,23.75,95224
"1345",-87.75,23.75,95225
"1346",-87.25,23.75,95226
"1347",-86.75,23.75,95227
"1348",-86.25,23.75,95228
"1349",-85.75,23.75,95229
"1350",-85.25,23.75,95230
"1351",-84.75,23.75,95231
"1352",-84.25,23.75,95232
"1353",-83.75,23.75,95233
"1354",-83.25,23.75,95234
"1355",-82.75,23.75,95235
"1356",-82.25,23.75,95236
"1357",-81.75,23.75,95237
"1358",-81.25,23.75,95238
"1359",-80.75,23.75,95239
"1360",-80.25,23.75,95240
"1361",-79.75,23.75,95241
"1362",-79.25,23.75,95242
"1363",-78.75,23.75,95243
"1364",-78.25,23.75,95244
"1365",-77.75,23.75,95245
"1366",-77.25,23.75,95246
"1367",-76.75,23.75,95247
"1368",-76.25,23.75,95248
"1369",-75.75,23.75,95249
"1370",-75.25,23.75,95250
"1371",-74.75,23.75,95251
"1372",-74.25,23.75,95252
"1373",-73.75,23.75,95253
"1374",-73.25,23.75,95254
"1375",-72.75,23.75,95255
"1376",-72.25,23.75,95256
"1377",-71.75,23.75,95257
"1378",-71.25,23.75,95258
"1379",-70.75,23.75,95259
"1380",-70.25,23.75,95260
"1381",-99.75,23.25,95921
"1382",-99.25,23.25,95922
"1383",-98.75,23.25,95923
"1384",-98.25,23.25,95924
"1385",-97.75,23.25,95925
"1386",-97.25,23.25,95926
"1387",-96.75,23.25,95927
"1388",-96.25,23.25,95928
"1389",-95.75,23.25,95929
"1390",-95.25,23.25,95930
"1391",-94.75,23.25,95931
"1392",-94.25,23.25,95932
"1393",-93.75,23.25,95933
"1394",-93.25,23.25,95934
"1395",-92.75,23.25,95935
"1396",-92.25,23.25,95936
"1397",-91.75,23.25,95937
"1398",-91.25,23.25,95938
"1399",-90.75,23.25,95939
"1400",-90.25,23.25,95940
"1401",-89.75,23.25,95941
"1402",-89.25,23.25,95942
"1403",-88.75,23.25,95943
"1404",-88.25,23.25,95944
"1405",-87.75,23.25,95945
"1406",-87.25,23.25,95946
"1407",-86.75,23.25,95947
"1408",-86.25,23.25,95948
"1409",-85.75,23.25,95949
"1410",-85.25,23.25,95950
"1411",-84.75,23.25,95951
"1412",-84.25,23.25,95952
"1413",-83.75,23.25,95953
"1414",-83.25,23.25,95954
"1415",-82.75,23.25,95955
"1416",-82.25,23.25,95956
"1417",-81.75,23.25,95957
"1418",-81.25,23.25,95958
"1419",-80.75,23.25,95959
"1420",-80.25,23.25,95960
"1421",-79.75,23.25,95961
"1422",-79.25,23.25,95962
"1423",-78.75,23.25,95963
"1424",-78.25,23.25,95964
"1425",-77.75,23.25,95965
"1426",-77.25,23.25,95966
"1427",-76.75,23.25,95967
"1428",-76.25,23.25,95968
"1429",-75.75,23.25,95969
"1430",-75.25,23.25,95970
"1431",-74.75,23.25,95971
"1432",-74.25,23.25,95972
"1433",-73.75,23.25,95973
"1434",-73.25,23.25,95974
"1435",-72.75,23.25,95975
"1436",-72.25,23.25,95976
"1437",-71.75,23.25,95977
"1438",-71.25,23.25,95978
"1439",-70.75,23.25,95979
"1440",-70.25,23.25,95980
"1441",-99.75,22.75,96641
"1442",-99.25,22.75,96642
"1443",-98.75,22.75,96643
"1444",-98.25,22.75,96644
"1445",-97.75,22.75,96645
"1446",-97.25,22.75,96646
"1447",-96.75,22.75,96647
"1448",-96.25,22.75,96648
"1449",-95.75,22.75,96649
"1450",-95.25,22.75,96650
"1451",-94.75,22.75,96651
"1452",-94.25,22.75,96652
"1453",-93.75,22.75,96653
"1454",-93.25,22.75,96654
"1455",-92.75,22.75,96655
"1456",-92.25,22.75,96656
"1457",-91.75,22.75,96657
"1458",-91.25,22.75,96658
"1459",-90.75,22.75,96659
"1460",-90.25,22.75,96660
"1461",-89.75,22.75,96661
"1462",-89.25,22.75,96662
"1463",-88.75,22.75,96663
"1464",-88.25,22.75,96664
"1465",-87.75,22.75,96665
"1466",-87.25,22.75,96666
"1467",-86.75,22.75,96667
"1468",-86.25,22.75,96668
"1469",-85.75,22.75,96669
"1470",-85.25,22.75,96670
"1471",-84.75,22.75,96671
"1472",-84.25,22.75,96672
"1473",-83.75,22.75,96673
"1474",-83.25,22.75,96674
"1475",-82.75,22.75,96675
"1476",-82.25,22.75,96676
"1477",-81.75,22.75,96677
"1478",-81.25,22.75,96678
"1479",-80.75,22.75,96679
"1480",-80.25,22.75,96680
"1481",-79.75,22.75,96681
"1482",-79.25,22.75,96682
"1483",-78.75,22.75,96683
"1484",-78.25,22.75,96684
"1485",-77.75,22.75,96685
"1486",-77.25,22.75,96686
"1487",-76.75,22.75,96687
"1488",-76.25,22.75,96688
"1489",-75.75,22.75,96689
"1490",-75.25,22.75,96690
"1491",-74.75,22.75,96691
"1492",-74.25,22.75,96692
"1493",-73.75,22.75,96693
"1494",-73.25,22.75,96694
"1495",-72.75,22.75,96695
"1496",-72.25,22.75,96696
"1497",-71.75,22.75,96697
"1498",-71.25,22.75,96698
"1499",-70.75,22.75,96699
"1500",-70.25,22.75,96700
"1501",-99.75,22.25,97361
"1502",-99.25,22.25,97362
"1503",-98.75,22.25,97363
"1504",-98.25,22.25,97364
"1505",-97.75,22.25,97365
"1506",-97.25,22.25,97366
"1507",-96.75,22.25,97367
"1508",-96.25,22.25,97368
"1509",-95.75,22.25,97369
"1510",-95.25,22.25,97370
"1511",-94.75,22.25,97371
"1512",-94.25,22.25,97372
"1513",-93.75,22.25,97373
"1514",-93.25,22.25,97374
"1515",-92.75,22.25,97375
"1516",-92.25,22.25,97376
"1517",-91.75,22.25,97377
"1518",-91.25,22.25,97378
"1519",-90.75,22.25,97379
"1520",-90.25,22.25,97380
"1521",-89.75,22.25,97381
"1522",-89.25,22.25,97382
"1523",-88.75,22.25,97383
"1524",-88.25,22.25,97384
"1525",-87.75,22.25,97385
"1526",-87.25,22.25,97386
"1527",-86.75,22.25,97387
"1528",-86.25,22.25,97388
"1529",-85.75,22.25,97389
"1530",-85.25,22.25,97390
"1531",-84.75,22.25,97391
"1532",-84.25,22.25,97392
"1533",-83.75,22.25,97393
"1534",-83.25,22.25,97394
"1535",-82.75,22.25,97395
"1536",-82.25,22.25,97396
"1537",-81.75,22.25,97397
"1538",-81.25,22.25,97398
"1539",-80.75,22.25,97399
"1540",-80.25,22.25,97400
"1541",-79.75,22.25,97401
"1542",-79.25,22.25,97402
"1543",-78.75,22.25,97403
"1544",-78.25,22.25,97404
"1545",-77.75,22.25,97405
"1546",-77.25,22.25,97406
"1547",-76.75,22.25,97407
"1548",-76.25,22.25,97408
"1549",-75.75,22.25,97409
"1550",-75.25,22.25,97410
"1551",-74.75,22.25,97411
"1552",-74.25,22.25,97412
"1553",-73.75,22.25,97413
"1554",-73.25,22.25,97414
"1555",-72.75,22.25,97415
"1556",-72.25,22.25,97416
"1557",-71.75,22.25,97417
"1558",-71.25,22.25,97418
"1559",-70.75,22.25,97419
"1560",-70.25,22.25,97420
"1561",-99.75,21.75,98081
"1562",-99.25,21.75,98082
"1563",-98.75,21.75,98083
"1564",-98.25,21.75,98084
"1565",-97.75,21.75,98085
"1566",-97.25,21.75,98086
"1567",-96.75,21.75,98087
"1568",-96.25,21.75,98088
"1569",-95.75,21.75,98089
"1570",-95.25,21.75,98090
"1571",-94.75,21.75,98091
"1572",-94.25,21.75,98092
"1573",-93.75,21.75,98093
"1574",-93.25,21.75,98094
"1575",-92.75,21.75,98095
"1576",-92.25,21.75,98096
"1577",-91.75,21.75,98097
"1578",-91.25,21.75,98098
"1579",-90.75,21.75,98099
"1580",-90.25,21.75,98100
"1581",-89.75,21.75,98101
"1582",-89.25,21.75,98102
"1583",-88.75,21.75,98103
"1584",-88.25,21.75,98104
"1585",-87.75,21.75,98105
"1586",-87.25,21.75,98106
"1587",-86.75,21.75,98107
"1588",-86.25,21.75,98108
"1589",-85.75,21.75,98109
"1590",-85.25,21.75,98110
"1591",-84.75,21.75,98111
"1592",-84.25,21.75,98112
"1593",-83.75,21.75,98113
"1594",-83.25,21.75,98114
"1595",-82.75,21.75,98115
"1596",-82.25,21.75,98116
"1597",-81.75,21.75,98117
"1598",-81.25,21.75,98118
"1599",-80.75,21.75,98119
"1600",-80.25,21.75,98120
"1601",-79.75,21.75,98121
"1602",-79.25,21.75,98122
"1603",-78.75,21.75,98123
"1604",-78.25,21.75,98124
"1605",-77.75,21.75,98125
"1606",-77.25,21.75,98126
"1607",-76.75,21.75,98127
"1608",-76.25,21.75,98128
"1609",-75.75,21.75,98129
"1610",-75.25,21.75,98130
"1611",-74.75,21.75,98131
"1612",-74.25,21.75,98132
"1613",-73.75,21.75,98133
"1614",-73.25,21.75,98134
"1615",-72.75,21.75,98135
"1616",-72.25,21.75,98136
"1617",-71.75,21.75,98137
"1618",-71.25,21.75,98138
"1619",-70.75,21.75,98139
"1620",-70.25,21.75,98140
"1621",-99.75,21.25,98801
"1622",-99.25,21.25,98802
"1623",-98.75,21.25,98803
"1624",-98.25,21.25,98804
"1625",-97.75,21.25,98805
"1626",-97.25,21.25,98806
"1627",-96.75,21.25,98807
"1628",-96.25,21.25,98808
"1629",-95.75,21.25,98809
"1630",-95.25,21.25,98810
"1631",-94.75,21.25,98811
"1632",-94.25,21.25,98812
"1633",-93.75,21.25,98813
"1634",-93.25,21.25,98814
"1635",-92.75,21.25,98815
"1636",-92.25,21.25,98816
"1637",-91.75,21.25,98817
"1638",-91.25,21.25,98818
"1639",-90.75,21.25,98819
"1640",-90.25,21.25,98820
"1641",-89.75,21.25,98821
"1642",-89.25,21.25,98822
"1643",-88.75,21.25,98823
"1644",-88.25,21.25,98824
"1645",-87.75,21.25,98825
"1646",-87.25,21.25,98826
"1647",-86.75,21.25,98827
"1648",-86.25,21.25,98828
"1649",-85.75,21.25,98829
"1650",-85.25,21.25,98830
"1651",-84.75,21.25,98831
"1652",-84.25,21.25,98832
"1653",-83.75,21.25,98833
"1654",-83.25,21.25,98834
"1655",-82.75,21.25,98835
"1656",-82.25,21.25,98836
"1657",-81.75,21.25,98837
"1658",-81.25,21.25,98838
"1659",-80.75,21.25,98839
"1660",-80.25,21.25,98840
"1661",-79.75,21.25,98841
"1662",-79.25,21.25,98842
"1663",-78.75,21.25,98843
"1664",-78.25,21.25,98844
"1665",-77.75,21.25,98845
"1666",-77.25,21.25,98846
"1667",-76.75,21.25,98847
"1668",-76.25,21.25,98848
"1669",-75.75,21.25,98849
"1670",-75.25,21.25,98850
"1671",-74.75,21.25,98851
"1672",-74.25,21.25,98852
"1673",-73.75,21.25,98853
"1674",-73.25,21.25,98854
"1675",-72.75,21.25,98855
"1676",-72.25,21.25,98856
"1677",-71.75,21.25,98857
"1678",-71.25,21.25,98858
"1679",-70.75,21.25,98859
"1680",-70.25,21.25,98860
"1681",-99.75,20.75,99521
"1682",-99.25,20.75,99522
"1683",-98.75,20.75,99523
"1684",-98.25,20.75,99524
"1685",-97.75,20.75,99525
"1686",-97.25,20.75,99526
"1687",-96.75,20.75,99527
"1688",-96.25,20.75,99528
"1689",-95.75,20.75,99529
"1690",-95.25,20.75,99530
"1691",-94.75,20.75,99531
"1692",-94.25,20.75,99532
"1693",-93.75,20.75,99533
"1694",-93.25,20.75,99534
"1695",-92.75,20.75,99535
"1696",-92.25,20.75,99536
"1697",-91.75,20.75,99537
"1698",-91.25,20.75,99538
"1699",-90.75,20.75,99539
"1700",-90.25,20.75,99540
"1701",-89.75,20.75,99541
"1702",-89.25,20.75,99542
"1703",-88.75,20.75,99543
"1704",-88.25,20.75,99544
"1705",-87.75,20.75,99545
"1706",-87.25,20.75,99546
"1707",-86.75,20.75,99547
"1708",-86.25,20.75,99548
"1709",-85.75,20.75,99549
"1710",-85.25,20.75,99550
"1711",-84.75,20.75,99551
"1712",-84.25,20.75,99552
"1713",-83.75,20.75,99553
"1714",-83.25,20.75,99554
"1715",-82.75,20.75,99555
"1716",-82.25,20.75,99556
"1717",-81.75,20.75,99557
"1718",-81.25,20.75,99558
"1719",-80.75,20.75,99559
"1720",-80.25,20.75,99560
"1721",-79.75,20.75,99561
"1722",-79.25,20.75,99562
"1723",-78.75,20.75,99563
"1724",-78.25,20.75,99564
"1725",-77.75,20.75,99565
"1726",-77.25,20.75,99566
"1727",-76.75,20.75,99567
"1728",-76.25,20.75,99568
"1729",-75.75,20.75,99569
"1730",-75.25,20.75,99570
"1731",-74.75,20.75,99571
"1732",-74.25,20.75,99572
"1733",-73.75,20.75,99573
"1734",-73.25,20.75,99574
"1735",-72.75,20.75,99575
"1736",-72.25,20.75,99576
"1737",-71.75,20.75,99577
"1738",-71.25,20.75,99578
"1739",-70.75,20.75,99579
"1740",-70.25,20.75,99580
"1741",-99.75,20.25,100241
"1742",-99.25,20.25,100242
"1743",-98.75,20.25,100243
"1744",-98.25,20.25,100244
"1745",-97.75,20.25,100245
"1746",-97.25,20.25,100246
"1747",-96.75,20.25,100247
"1748",-96.25,20.25,100248
"1749",-95.75,20.25,100249
"1750",-95.25,20.25,100250
"1751",-94.75,20.25,100251
"1752",-94.25,20.25,100252
"1753",-93.75,20.25,100253
"1754",-93.25,20.25,100254
"1755",-92.75,20.25,100255
"1756",-92.25,20.25,100256
"1757",-91.75,20.25,100257
"1758",-91.25,20.25,100258
"1759",-90.75,20.25,100259
"1760",-90.25,20.25,100260
"1761",-89.75,20.25,100261
"1762",-89.25,20.25,100262
"1763",-88.75,20.25,100263
"1764",-88.25,20.25,100264
"1765",-87.75,20.25,100265
"1766",-87.25,20.25,100266
"1767",-86.75,20.25,100267
"1768",-86.25,20.25,100268
"1769",-85.75,20.25,100269
"1770",-85.25,20.25,100270
"1771",-84.75,20.25,100271
"1772",-84.25,20.25,100272
"1773",-83.75,20.25,100273
"1774",-83.25,20.25,100274
"1775",-82.75,20.25,100275
"1776",-82.25,20.25,100276
"1777",-81.75,20.25,100277
"1778",-81.25,20.25,100278
"1779",-80.75,20.25,100279
"1780",-80.25,20.25,100280
"1781",-79.75,20.25,100281
"1782",-79.25,20.25,100282
"1783",-78.75,20.25,100283
"1784",-78.25,20.25,100284
"1785",-77.75,20.25,100285
"1786",-77.25,20.25,100286
"1787",-76.75,20.25,100287
"1788",-76.25,20.25,100288
"1789",-75.75,20.25,100289
"1790",-75.25,20.25,100290
"1791",-74.75,20.25,100291
"1792",-74.25,20.25,100292
"1793",-73.75,20.25,100293
"1794",-73.25,20.25,100294
"1795",-72.75,20.25,100295
"1796",-72.25,20.25,100296
"1797",-71.75,20.25,100297
"1798",-71.25,20.25,100298
"1799",-70.75,20.25,100299
"1800",-70.25,20.25,100300
"1801",-99.75,19.75,100961
"1802",-99.25,19.75,100962
"1803",-98.75,19.75,100963
"1804",-98.25,19.75,100964
"1805",-97.75,19.75,100965
