"","am_sid","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","depthrangedeep","demerspelag","EnvTemp","FeedingType","bodyshape","IUCN_Code","Resilience","pd50","vulnerability","importance","pricecateg"
"1","Fis-10199","Actinopterygii","Perciformes","Serranidae",30.6020494401276,0.335454513503344,328.115974749407,9.94831467431191,3.0809643688083,0.573929853051853,18.5655506468338,40,"reef-associated","tropical","selective plankton feeding","fusiform_normal","LC","High",0.5,21.31,"of no interest",NA
"2","Fis-10312","Actinopterygii","Perciformes","Mullidae",32.7327859194747,0.686199533925589,604.216569113857,5.32114991643081,1.047174391534,1.19743168087912,17.9661730855095,40,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,33.41,"commercial","medium"
"3","Fis-10405","Actinopterygii","Perciformes","Apogonidae",12.5359013840483,0.757645988989918,20.3131823694153,4.86440015897472,1.10629236295901,1.19821412908244,7.77598398439108,73,"pelagic","tropical",NA,"fusiform_normal","NE","High",0.5,11.53,NA,"high"
"4","Fis-10407","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,50,"reef-associated","subtropical","hunting macrofauna (predator)","short_andor_deep","NE","High",0.5,10,NA,"high"
"5","Fis-10471","Actinopterygii","Mugiliformes","Mugilidae",41.0059602722874,0.304388477548813,805.775396266695,9.06297496622062,2.41543157777351,0.555589880759829,21.1912524331785,5,"reef-associated","tropical","variable","fusiform_normal","LC","Low",1,54.09,"commercial","medium"
"6","Fis-10516","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,NA,"reef-associated","tropical",NA,"elongated","LC","High",0.625,19.5,NA,"unknown"
"7","Fis-10657","Actinopterygii","Perciformes","Labridae",20.440326549786,0.640450973975308,122.614878208507,5.17086212575323,1.31364190173758,1.2424444701026,11.2246346765999,15,"reef-associated","tropical","variable","fusiform_normal","LC","High",0.5,13.88,"minor commercial","very high"
"8","Fis-10690","Actinopterygii","Perciformes","Pholidae",34.2828252261418,0.360364382077494,424.140514842049,9.23374606657571,2.24015115920257,0.58476970524134,19.4528390405752,9,"demersal","subtropical","hunting macrofauna (predator)","eel_like","NE","High",0.75,24.76,NA,"unknown"
"9","Fis-10767","Actinopterygii","Pleuronectiformes","Bothidae",23.8406828916949,0.383990087899261,109.437050323054,7.86150151909915,1.67675664648251,0.570175857657146,12.1158110919998,96,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Medium",0.625,39.53,"minor commercial","very high"
"10","Fis-10768","Actinopterygii","Pleuronectiformes","Pleuronectidae",39.4276175836387,0.226248264194214,574.712661463493,19.0170489803987,4.7829614192728,0.269256050036207,23.817180810127,900,"demersal","temperate","hunting macrofauna (predator)","short_andor_deep","NE","Low",0.625,64.5,"commercial","high"
"11","Fis-10896","Actinopterygii","Gadiformes","Macrouridae",33.7790748720108,0.18235169422057,269.06743354979,18.1228232569773,5.1443525660383,0.31297795587451,20.9377526208266,2220,"demersal","deep-water","hunting macrofauna (predator)","elongated","LC","Low",0.5,54.74,"subsistence fisheries","medium"
"12","Fis-10903","Actinopterygii","Gadiformes","Macrouridae",33.7790748720108,0.18235169422057,269.06743354979,18.1228232569773,5.1443525660383,0.31297795587451,20.9377526208266,460,"pelagic","tropical","hunting macrofauna (predator)","elongated","NE","Medium",0.5,33.82,"of no interest",NA
"13","Fis-10950","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,15,"reef-associated","tropical",NA,"fusiform_normal","LC","Medium",0.5078,31.66,NA,"high"
"14","Fis-10975","Actinopterygii","Pleuronectiformes","Soleidae",27.9805614328974,0.330044494582009,214.06735627153,11.504163931313,2.41207897289386,0.40368461923402,16.4921339739874,20,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","NE","Medium",0.5,40.17,"commercial","very high"
"15","Fis-10984","Actinopterygii","Perciformes","Haemulidae",49.2620561506641,0.187354073127315,1988.62626327482,16.5634987035846,4.28293496854774,0.566910262512862,24.291642353588,NA,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Low",0.5,53.83,"minor commercial","medium"
"16","Fis-1099","Actinopterygii","Perciformes","Scombridae",122.401766118008,0.209055523482444,16930.5442776493,8.53165310537672,2.81798428683997,0.442080357822829,56.9201321342992,NA,"pelagic","subtropical",NA,"fusiform_normal","NE","Medium",0.5312,49.75,"commercial","low"
"17","Fis-10993","Actinopterygii","Scorpaeniformes","Scorpaenidae",24.0568865864995,0.206027371824936,156.690424841553,8.64133030435797,2.20979206442148,0.461490423657898,10.5634326279616,30,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Low",0.5,58.68,"subsistence fisheries","low"
"18","Fis-11214","Actinopterygii","Pleuronectiformes","Bothidae",19.1347651093393,0.39301717697889,47.6409624451764,7.59046638644282,1.52684207087239,0.563441529697992,9.66512683165671,141,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","LC","High",0.5,26.76,"minor commercial","very high"
"19","Fis-112180","Actinopterygii","Anguilliformes","Congridae",75.942781653355,0.153173128989078,3380.00155735265,14.6948722702036,4.53993652019882,0.287736663885934,39.1787086092487,30,"demersal","tropical","selective plankton feeding","eel_like","LC","Medium",0.5,40.92,NA,"medium"
"20","Fis-112193","Actinopterygii","Perciformes","Scaridae",40.6438918739618,0.536914563379238,656.92382445914,11.1513965449588,1.70882131653907,0.312257182743765,25.1481759537415,25,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,24.67,NA,"high"
"21","Fis-112194","Actinopterygii","Ophidiiformes","Ophidiidae",66.5081804237827,0.215918385735093,1997.26213491547,13.2518492225233,3.84940806786539,0.374026343418579,35.7866994512592,NA,"reef-associated","tropical",NA,"elongated","LC","Medium",0.5156,48.74,NA,"medium"
"22","Fis-112197","Actinopterygii","Ophidiiformes","Bythitidae",25.2036331124667,0.419848277295168,122.878847298982,6.87397069020538,1.96961290204576,0.722690883412434,14.8186666032635,10,"reef-associated","tropical",NA,"elongated","LC","Low",0.5,11.53,"of no interest","unknown"
"23","Fis-112241","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,45,"pelagic","tropical",NA,"eel_like","LC","High",0.5625,12.01,NA,"unknown"
"24","Fis-112248","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,37,"pelagic","tropical","selective plankton feeding","eel_like","DD","High",0.5625,10,NA,"unknown"
"25","Fis-112274","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,45,"pelagic","tropical",NA,"eel_like","LC","High",0.5,10,NA,"unknown"
"26","Fis-112285","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,11,"reef-associated","tropical",NA,"eel_like","DD","High",0.5625,10,NA,"unknown"
"27","Fis-112286","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,14,"reef-associated","tropical",NA,"eel_like","LC","High",0.5156,10,NA,"unknown"
"28","Fis-112299","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,50,"demersal","tropical",NA,"eel_like","DD","High",0.5039,10,NA,"unknown"
"29","Fis-112301","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,27,"demersal","subtropical",NA,"eel_like","LC","High",1,28.44,NA,"unknown"
"30","Fis-112311","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,26,"reef-associated","tropical",NA,"eel_like","LC","High",0.5002,10,NA,"unknown"
"31","Fis-112315","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,15,"reef-associated","temperate",NA,"eel_like","LC","High",1,10,NA,"unknown"
"32","Fis-112318","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,20,"reef-associated","subtropical",NA,"eel_like","LC","High",0.75,22.59,NA,"unknown"
"33","Fis-112321","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,NA,"demersal","subtropical",NA,"eel_like","LC","High",0.75,26.12,NA,"unknown"
"34","Fis-112355","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,55,"demersal","subtropical",NA,"eel_like","DD","High",0.75,26.77,NA,"unknown"
"35","Fis-112383","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,50,"demersal","subtropical",NA,"eel_like","LC","High",1,12.47,NA,"unknown"
"36","Fis-112385","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,74,"demersal","temperate",NA,"eel_like","LC","High",1,15.01,NA,"unknown"
"37","Fis-112386","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,NA,"demersal","temperate",NA,"eel_like","LC","Medium",1,46.87,NA,"unknown"
"38","Fis-112411","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,6,"demersal","temperate",NA,"eel_like","LC","High",0.5312,10.53,NA,"unknown"
"39","Fis-112415","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,NA,"demersal","temperate",NA,"eel_like","LC","High",0.5312,10,NA,"unknown"
"40","Fis-112419","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,15,"demersal","temperate",NA,"eel_like","LC","High",0.75,10,NA,"unknown"
"41","Fis-112430","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,3,"demersal","temperate","selective plankton feeding","eel_like","LC","High",0.5625,26.44,NA,"unknown"
"42","Fis-112455","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,18,"demersal","subtropical",NA,"eel_like","LC","High",0.5625,14.62,NA,"unknown"
"43","Fis-112457","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,8,"demersal","subtropical",NA,"eel_like","LC","High",0.5312,10,NA,"unknown"
"44","Fis-112460","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,20,"demersal","subtropical",NA,"eel_like","LC","High",1,15.01,NA,"unknown"
"45","Fis-112462","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,2,"demersal","tropical",NA,"eel_like","LC","High",0.75,10,NA,"unknown"
"46","Fis-112468","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,11,"demersal","subtropical",NA,"eel_like","LC","High",1,16.74,NA,"unknown"
"47","Fis-112471","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,68,"demersal","temperate",NA,"eel_like","LC","High",0.5312,25.45,NA,"unknown"
"48","Fis-112472","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,8,"demersal","temperate",NA,"eel_like","LC","High",0.5625,20.32,NA,"unknown"
"49","Fis-112490","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,35,"demersal","subtropical",NA,"eel_like","LC","High",0.5625,12.93,NA,"unknown"
"50","Fis-112522","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,10,"demersal","temperate",NA,"eel_like","LC","High",0.5625,14.62,NA,"unknown"
"51","Fis-112538","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,24,"demersal","subtropical",NA,"eel_like","LC","High",0.5625,17.14,NA,"unknown"
"52","Fis-112543","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,11,"demersal","subtropical",NA,"eel_like","LC","High",0.5625,25.77,NA,"unknown"
"53","Fis-112549","Actinopterygii","Syngnathiformes","Syngnathidae",18.2326476040719,0.961968359886101,11.682638248839,3.89976904200628,0.88789541292947,1.0655115730177,10.5789991444754,3,"demersal","subtropical",NA,"eel_like","LC","High",0.5625,10.53,NA,"unknown"
"54","Fis-11256","Actinopterygii","Pleuronectiformes","Pleuronectidae",45.1850518606869,0.13352614867326,1007.9302774162,23.672888793087,5.20562226845446,0.153311319563509,23.0155127635099,700,"demersal","temperate","hunting macrofauna (predator)","short_andor_deep","NE","Low",0.5156,62.4,"highly commercial","medium"
"55","Fis-112580","Actinopterygii","Scorpaeniformes","Triglidae",32.6675208982889,0.306194429841495,379.153364737871,10.6101169106216,3.33062005880188,0.498795959883665,19.1961506004709,200,"demersal","tropical",NA,"elongated","LC","High",0.5,24.15,NA,"medium"
"56","Fis-112582","Actinopterygii","Scorpaeniformes","Peristediidae",32.3194311141556,0.240760297214526,355.193910449875,11.0597336614704,3.36491908555311,0.405894899501454,18.6168698448117,910,"demersal","deep-water",NA,"fusiform_normal","NE","Medium",0.5,33.53,NA,"unknown"
"57","Fis-112590","Actinopterygii","Scorpaeniformes","Peristediidae",32.3194311141556,0.240760297214526,355.193910449875,11.0597336614704,3.36491908555311,0.405894899501454,18.6168698448117,472,"demersal","deep-water",NA,"fusiform_normal","NE","Medium",0.5,31.23,NA,"unknown"
"58","Fis-112634","Actinopterygii","Pleuronectiformes","Soleidae",22.2850915164203,0.40787737420925,102.35769105813,9.55164122161755,1.9840769816383,0.493518739905255,13.4039960168607,420,"demersal","deep-water",NA,"short_andor_deep","LC","Medium",0.5625,38.6,NA,"very high"
"59","Fis-112639","Actinopterygii","Pleuronectiformes","Soleidae",22.2850915164203,0.40787737420925,102.35769105813,9.55164122161755,1.9840769816383,0.493518739905255,13.4039960168607,310,"demersal","deep-water",NA,"short_andor_deep","NE","High",0.5625,25.19,NA,"very high"
"60","Fis-112688","Actinopterygii","Scorpaeniformes","Scorpaenidae",37.3989030287973,0.145519775014913,590.659297578961,13.7214699319327,3.90310374537563,0.295575684336695,18.1204936121505,400,"demersal","deep-water",NA,"fusiform_normal","DD","Medium",0.5,38.09,NA,"high"
"61","Fis-112689","Actinopterygii","Scorpaeniformes","Scorpaenidae",24.0568865864995,0.206027371824936,156.690424841553,8.64133030435797,2.20979206442148,0.461490423657898,10.5634326279616,275,"demersal","subtropical",NA,"fusiform_normal","LC","Medium",0.5,33.87,NA,"low"
"62","Fis-112702","Actinopterygii","Gadiformes","Moridae",61.1949237673658,0.185654914192948,1302.33331155681,15.3527590765971,4.55074226013437,0.311685912012084,35.8455695488891,1200,"demersal","deep-water",NA,"elongated","DD","Low",0.5,56.75,NA,"medium"
"63","Fis-112703","Actinopterygii","Gadiformes","Moridae",45.6106947655375,0.236004519292749,826.932975566925,13.3523275573576,4.07781808669985,0.398932573246289,28.8345230886017,800,"pelagic","subtropical","hunting macrofauna (predator)","elongated","LC","Low",0.502,69.45,NA,"medium"
"64","Fis-112706","Actinopterygii","Scorpaeniformes","Triglidae",27.8576020890035,0.415642905062974,220.296880962999,8.4132872384382,2.5744684245085,0.634618393556867,16.8638836788266,55,"demersal","tropical",NA,"elongated","LC","High",0.5039,21.91,NA,"very high"
"65","Fis-112710","Actinopterygii","Ophidiiformes","Ophidiidae",58.8983963481415,0.226976589766347,1353.30882958734,12.7208322113394,3.68552777693857,0.387173664069919,32.3679476397068,5055,"demersal","deep-water",NA,"elongated","LC","Medium",0.5156,33.41,"of no interest",NA
"66","Fis-112716","Actinopterygii","Ophidiiformes","Bythitidae",25.2036331124667,0.419848277295168,122.878847298982,6.87397069020538,1.96961290204576,0.722690883412434,14.8186666032635,178,"demersal","temperate",NA,"elongated","NE","Low",0.625,23.67,"of no interest","unknown"
"67","Fis-112720","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,12,"demersal","temperate",NA,"elongated","NE","Low",1,43,NA,"unknown"
"68","Fis-112726","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,10,"demersal","temperate",NA,"elongated","NE","Medium",1,36.17,NA,"unknown"
"69","Fis-112746","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,12,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","Medium",0.75,34.96,NA,"unknown"
"70","Fis-112752","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,15,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","Medium",1,44.59,NA,"unknown"
"71","Fis-112758","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,7,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","Medium",1,24.94,NA,"unknown"
"72","Fis-112761","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,36,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","Medium",0.75,26.52,NA,"unknown"
"73","Fis-112766","Actinopterygii","Gobiesociformes","Gobiesocidae",8.74992250438683,0.701983078429382,6.99848499372069,3.77406169511619,1.08301717836557,1.33662110128965,5.44520764716589,15,"demersal","temperate","hunting macrofauna (predator)","elongated","NE","Medium",1,31.56,NA,"unknown"
"74","Fis-112772","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,30,"demersal","temperate",NA,NA,"NE","High",0.5001,15.01,NA,"very high"
"75","Fis-112788","Actinopterygii","Syngnathiformes","Syngnathidae",13.2416419533537,1.4314485733857,4.90316284566859,3.15440875453907,0.639884295644276,1.333122318733,7.93944333812913,104,"demersal","temperate","selective plankton feeding","other","LC","High",0.5,18.96,"of no interest","unknown"
"76","Fis-112789","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,40,"demersal","temperate",NA,"elongated","LC","High",0.625,10,NA,"unknown"
"77","Fis-112790","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,40,"demersal","subtropical","hunting macrofauna (predator)","fusiform_normal","LC","High",0.625,10,"of no interest","unknown"
"78","Fis-112792","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,12,"demersal","temperate",NA,"elongated","LC","High",1,10,"of no interest","unknown"
"79","Fis-112793","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,5,"demersal","temperate","hunting macrofauna (predator)","fusiform_normal","LC","High",0.75,10,"of no interest","unknown"
"80","Fis-112797","Actinopterygii","Perciformes","Gobiidae",12.787208009306,0.500790206121981,18.9154449855112,5.21009821981334,0.957958651814602,0.890679449308893,6.78802774699686,NA,"demersal","subtropical",NA,"elongated","LC","High",0.5,15.85,NA,"very high"
"81","Fis-112799","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,6,"demersal","temperate",NA,"elongated","LC","High",0.75,10,"of no interest","unknown"
"82","Fis-112801","Actinopterygii","Perciformes","Gobiidae",12.787208009306,0.500790206121981,18.9154449855112,5.21009821981334,0.957958651814602,0.890679449308893,6.78802774699686,8,"demersal","subtropical","variable","elongated","LC","High",0.5,15.43,NA,"very high"
"83","Fis-112804","Actinopterygii","Perciformes","Gobiidae",12.787208009306,0.500790206121981,18.9154449855112,5.21009821981334,0.957958651814602,0.890679449308893,6.78802774699686,385,"demersal","deep-water",NA,"elongated","LC","High",0.5,14.62,NA,"very high"
"84","Fis-112805","Actinopterygii","Perciformes","Gobiidae",6.21237798562256,0.810678526881399,2.29804187176598,3.70175123352029,0.63089487146954,1.26699766602113,3.62899756668108,85,"demersal","subtropical","variable","elongated","LC","High",0.5,11.65,NA,"very high"
"85","Fis-112810","Actinopterygii","Perciformes","Blenniidae",17.8426170292593,0.504490927716172,59.6712341123489,6.00582857795643,1.45021863424071,0.929875410776689,10.0807681490531,42,"demersal","subtropical","variable","elongated","LC","High",0.5,15.01,NA,"unknown"
"86","Fis-112813","Actinopterygii","Perciformes","Sciaenidae",57.9810418357369,0.268187814885827,1991.41975075195,10.0995063303507,2.59735117695771,0.479762936324111,29.3324026398016,60,"demersal","tropical",NA,"fusiform_normal","LC","Medium",0.5,36.15,"minor commercial","medium"
"87","Fis-112814","Actinopterygii","Ophidiiformes","Carapidae",36.8553490311353,0.320891840936834,379.176384551442,8.73538180724924,2.52735738571644,0.556622362455277,20.8199432631169,3250,"demersal","subtropical",NA,"eel_like","LC",NA,0.5001,10,"of no interest","unknown"
"88","Fis-112819","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,31,"demersal","subtropical",NA,"fusiform_normal","DD","High",0.5,26.76,NA,"high"
"89","Fis-112822","Actinopterygii","Perciformes","Bathyclupeidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,677,"pelagic","deep-water",NA,"elongated","NE",NA,0.5156,10.72,NA,"unknown"
"90","Fis-112823","Actinopterygii","Perciformes","Chiasmodontidae",29.3764317437554,0.400719026763244,253.901863412795,8.19948683194909,2.02424525624344,0.663619171778904,17.001012122114,1370,"pelagic","deep-water",NA,"elongated","LC","Medium",0.5,10,NA,"unknown"
"91","Fis-112833","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,80,"pelagic","subtropical",NA,"elongated","LC","High",0.75,10,"of no interest","unknown"
"92","Fis-112843","Actinopterygii","Perciformes","Tripterygiidae",24.4217867344113,0.53603899816557,138.187772812113,6.32031445101014,1.52021811790171,0.823255008650828,14.3891889830518,186,"demersal","temperate",NA,"fusiform_normal","LC","High",0.75,10,"of no interest","unknown"
"93","Fis-112881","Actinopterygii","Perciformes","Tripterygiidae",17.7679974317261,0.800104320766482,46.6198917646986,4.35646490062863,1.0373794545044,1.14541832165615,10.9180903858448,35,"demersal","temperate","hunting macrofauna (predator)","fusiform_normal","LC","High",0.5039,12.01,NA,"unknown"
"94","Fis-112883","Actinopterygii","Perciformes","Tripterygiidae",18.4771723756879,0.557849391439153,58.9598674325732,6.02258190872458,1.44746138705808,0.849238030266321,11.3279095163244,33,"demersal","temperate","hunting macrofauna (predator)","fusiform_normal","LC","High",1,24.28,"of no interest","unknown"
"95","Fis-112889","Actinopterygii","Scorpaeniformes","Tetrarogidae",20.5312078972535,0.286435897382252,105.186172841596,9.17304349194923,2.7858191108452,0.514579102976042,12.1337222860447,300,"demersal","tropical",NA,"short_andor_deep","LC","Low",0.75,42.48,NA,"unknown"
"96","Fis-112891","Actinopterygii","Scorpaeniformes","Synanceiidae",29.4159669738608,0.253316922610308,346.482992989366,10.0546520362936,3.12828279429611,0.445674720415896,17.0369586700971,117,"demersal","tropical",NA,"elongated","LC","Medium",0.5002,28.54,NA,"unknown"
"97","Fis-112892","Actinopterygii","Scorpaeniformes","Synanceiidae",29.4159669738608,0.253316922610308,346.482992989366,10.0546520362936,3.12828279429611,0.445674720415896,17.0369586700971,420,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5002,27.89,NA,"unknown"
"98","Fis-112893","Actinopterygii","Scorpaeniformes","Platycephalidae",37.2863570801487,0.264391484278715,459.104216681877,10.3653361610203,3.10167194465562,0.445806292021022,20.7209417537694,75,"demersal","tropical",NA,"elongated","LC","High",1,25.3,"minor commercial","high"
"99","Fis-112894","Actinopterygii","Scorpaeniformes","Platycephalidae",37.2863570801487,0.264391484278715,459.104216681877,10.3653361610203,3.10167194465562,0.445806292021022,20.7209417537694,117,"demersal","tropical",NA,NA,"LC","High",0.5156,15.77,NA,"high"
"100","Fis-112898","Actinopterygii","Scorpaeniformes","Platycephalidae",37.2863570801487,0.264391484278715,459.104216681877,10.3653361610203,3.10167194465562,0.445806292021022,20.7209417537694,80,"demersal","tropical",NA,NA,"DD","High",0.5156,22.36,NA,"high"
"101","Fis-112899","Actinopterygii","Perciformes","Cirrhitidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,30,"reef-associated","tropical",NA,"fusiform_normal","NE",NA,0.5039,10,NA,"unknown"
"102","Fis-112900","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,25,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,22.52,NA,"very high"
