"","am_sid","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","depthrangedeep","demerspelag","EnvTemp","FeedingType","bodyshape","IUCN_Code","Resilience","pd50","vulnerability","importance","pricecateg"
"6647","Fis-26766","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,NA,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,41.68,"minor commercial","high"
"6648","Fis-26767","Actinopterygii","Scorpaeniformes","Scorpaenidae",29.5936213525577,0.19895626019068,286.243813871379,10.6649097778257,2.9912377957405,0.392259289361835,14.7538703511985,95,"reef-associated","tropical",NA,"fusiform_normal","LC","Medium",0.5,36.28,NA,"high"
"6649","Fis-26768","Actinopterygii","Perciformes","Serranidae",46.5159804265546,0.244285881956405,1222.8220914442,13.3021573946746,4.17193517261428,0.41986704472218,27.2405537053479,30,"demersal","subtropical",NA,"fusiform_normal","LC","Medium",0.5005,34.24,"commercial","very high"
"6650","Fis-26770","Actinopterygii","Pleuronectiformes","Soleidae",27.9805614328974,0.330044494582009,214.06735627153,11.504163931313,2.41207897289386,0.40368461923402,16.4921339739874,10,"demersal","tropical",NA,"short_andor_deep","NE","High",0.5156,26.64,"minor commercial","very high"
"6651","Fis-26772","Actinopterygii","Perciformes","Sparidae",47.6384709255119,0.206282474678166,1653.82826529603,13.420060170998,3.23202103870456,0.38061023799366,23.9928335834746,NA,"demersal","subtropical","variable","short_andor_deep","LC","Medium",0.625,34.94,"commercial","very high"
"6652","Fis-26774","Actinopterygii","Perciformes","Sparidae",47.6384709255119,0.206282474678166,1653.82826529603,13.420060170998,3.23202103870456,0.38061023799366,23.9928335834746,80,"demersal","subtropical","variable","fusiform_normal","LC","Medium",0.75,47.82,"minor commercial","very high"
"6653","Fis-26776","Actinopterygii","Aulopiformes","Synodontidae",35.5079299968021,0.400941356907619,279.962574274234,4.33632521635847,1.37146795020717,0.91091214182817,16.4254462578417,100,"reef-associated","tropical",NA,"elongated","NE","High",0.5,24.1,"commercial","medium"
"6654","Fis-26778","Actinopterygii","Perciformes","Terapontidae",29.5030251442038,0.383088611407921,392.097110004098,8.0091559803217,2.02581416998517,0.728133630100014,16.3252835433504,NA,"reef-associated","subtropical","hunting macrofauna (predator)","fusiform_normal","NE","High",0.625,28.64,"minor commercial","unknown"
"6655","Fis-26779","Actinopterygii","Perciformes","Terapontidae",30.0148335368809,0.41679996085963,511.455427139619,7.22770459426304,1.88975616558813,0.852217604452257,16.4821120531235,30,"pelagic","tropical","hunting macrofauna (predator)","elongated","NE","High",0.625,17.84,"minor commercial","unknown"
"6656","Fis-26780","Actinopterygii","Perciformes","Trichiuridae",80.4213248132246,0.305189277820787,1326.15585584303,9.12617299958139,2.18000525215303,0.470672044547617,37.436212491643,110,"pelagic","tropical","hunting macrofauna (predator)","elongated","NE","Medium",1,38.19,"minor commercial","medium"
"6657","Fis-26781","Actinopterygii","Scorpaeniformes","Triglidae",32.9403705514153,0.40643319935116,340.298769022834,8.67081570298138,2.67716076614692,0.582033900773803,19.2841359697113,150,"demersal","subtropical","hunting macrofauna (predator)","elongated","LC","Medium",0.501,24.61,"minor commercial","very high"
"6658","Fis-26784","Actinopterygii","Tetraodontiformes","Monacanthidae",15.7922504137166,0.629734661856412,60.121957559643,4.14874608478088,1.26698907852277,1.32836494149659,9.31717693614651,12,"reef-associated","tropical",NA,"short_andor_deep","LC","High",0.625,11.03,NA,"unknown"
"6659","Fis-26786","Actinopterygii","Tetraodontiformes","Monacanthidae",19.3288016846044,0.538741695008556,108.87858601085,4.76742017393325,1.46402938117706,1.13882240548303,11.1827724043436,50,"reef-associated","tropical","grazing on aquatic plants","short_andor_deep","LC","Medium",0.625,35.73,"minor commercial","unknown"
"6660","Fis-26787","Actinopterygii","Tetraodontiformes","Monacanthidae",19.3288016846044,0.538741695008556,108.87858601085,4.76742017393325,1.46402938117706,1.13882240548303,11.1827724043436,46,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Medium",0.5,22.42,NA,"unknown"
"6661","Fis-26788","Actinopterygii","Tetraodontiformes","Monacanthidae",19.3288016846044,0.538741695008556,108.87858601085,4.76742017393325,1.46402938117706,1.13882240548303,11.1827724043436,30,"reef-associated","tropical",NA,"short_andor_deep","NE","High",0.5,25.86,NA,"unknown"
"6662","Fis-26789","Actinopterygii","Tetraodontiformes","Monacanthidae",19.3288016846044,0.538741695008556,108.87858601085,4.76742017393325,1.46402938117706,1.13882240548303,11.1827724043436,55,"reef-associated","subtropical","hunting macrofauna (predator)","fusiform_normal","LC","High",1,24.79,NA,"unknown"
"6663","Fis-26796","Actinopterygii","Perciformes","Ammodytidae",31.5301098141291,0.395089579041302,205.739322233937,9.28749588108098,2.30140550434947,0.66178201451111,18.5270005020732,NA,"demersal","tropical",NA,"elongated","LC","High",0.625,23.86,"minor commercial","unknown"
"6664","Fis-26801","Actinopterygii","Perciformes","Plesiopidae",31.032523732041,0.371234338740552,322.653921005817,8.89200708778876,2.15779544705111,0.609673001757911,17.7137535654921,7,"demersal","tropical",NA,"elongated","LC","High",0.5156,10.53,"of no interest","unknown"
"6665","Fis-26802","Actinopterygii","Perciformes","Apogonidae",16.1747159025822,0.764868797943606,43.393636241654,4.93418228539146,1.11968884929275,1.20377655838209,9.71130011343826,37,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","NE","High",0.5078,10,NA,"high"
"6666","Fis-26803","Actinopterygii","Perciformes","Pomacentridae",17.8290203970463,0.626172365727391,75.5253992991758,5.37950274591175,1.26807102236949,1.0736746136836,10.2242860681448,6,"reef-associated","tropical","variable","short_andor_deep","LC","High",0.5,25.89,"of no interest","unknown"
"6667","Fis-26804","Actinopterygii","Perciformes","Labridae",22.1331037597155,0.502830646125704,154.593471831715,6.27617096855114,1.61129789731175,0.98620500405694,12.1240072667242,30,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,30.69,"subsistence fisheries","very high"
"6668","Fis-26806","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,78,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.501,28.6,NA,"very high"
"6669","Fis-26807","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,NA,"demersal","tropical",NA,"fusiform_normal","LC","High",0.501,24.31,NA,"very high"
"6670","Fis-26808","Actinopterygii","Perciformes","Labridae",15.4530562999619,0.776136696233707,54.5786973310371,4.38515806575056,1.09884703393272,1.48788132611174,8.72662941479424,15,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","High",0.501,11.7,NA,"very high"
"6671","Fis-26809","Actinopterygii","Perciformes","Labridae",25.5489607793821,0.275766355030264,251.613538762584,7.28472635698557,2.23464348348536,0.799860725173177,12.6132012813417,57,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,28.6,NA,"very high"
"6672","Fis-26811","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,50,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","NE","Medium",0.5,34.69,NA,"very high"
"6673","Fis-26812","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"demersal","tropical",NA,"fusiform_normal","NE","High",0.501,12.93,NA,"very high"
"6674","Fis-26813","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,26,"reef-associated","tropical",NA,"fusiform_normal","LC","High",0.5,10,NA,"very high"
"6675","Fis-26814","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"reef-associated","tropical",NA,"elongated","NE","High",0.5,13.79,NA,"very high"
"6676","Fis-26815","Actinopterygii","Perciformes","Eleotridae",26.1954098764031,0.379277870714384,307.023253970199,8.51935520433537,2.09046150082767,0.672604511218361,15.0327642914794,5,"demersal","tropical","hunting macrofauna (predator)","elongated","LC","Medium",0.5,31.34,"minor commercial","unknown"
"6677","Fis-26816","Actinopterygii","Perciformes","Eleotridae",27.2436730000498,0.403433489139807,280.233231599197,8.15719486356143,1.98599500490043,0.69292107135503,15.5763361121254,NA,"demersal","tropical",NA,"elongated","LC","High",0.5156,23.38,"minor commercial","unknown"
"6678","Fis-26817","Actinopterygii","Perciformes","Eleotridae",27.2436730000498,0.403433489139807,280.233231599197,8.15719486356143,1.98599500490043,0.69292107135503,15.5763361121254,NA,"demersal","tropical",NA,"fusiform_normal","NE","High",0.5156,16.13,NA,"unknown"
"6679","Fis-26818","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"demersal","tropical",NA,"elongated","NE","High",0.5,12.01,NA,"very high"
"6680","Fis-26819","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,NA,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5,13.37,NA,"unknown"
"6681","Fis-26820","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,2,"pelagic","tropical",NA,"elongated","LC","High",0.5,12.01,NA,"unknown"
"6682","Fis-26821","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,37,"demersal","tropical",NA,"elongated","LC","High",0.502,14.21,NA,"unknown"
"6683","Fis-26823","Actinopterygii","Perciformes","Clinidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,NA,"demersal","subtropical",NA,"elongated","LC",NA,0.502,10,NA,"unknown"
"6684","Fis-26825","Actinopterygii","Scorpaeniformes","Aploactinidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,NA,"demersal","subtropical",NA,"fusiform_normal","DD",NA,0.75,10,NA,"unknown"
"6685","Fis-26827","Actinopterygii","Anguilliformes","Ophichthidae",77.8739958877853,0.194239030153385,2444.1454558289,12.6596596111406,3.79748411932415,0.327247225870484,40.7360041824579,NA,"demersal","tropical",NA,"eel_like","NE","High",0.501,25.66,NA,"unknown"
"6686","Fis-26828","Actinopterygii","Anguilliformes","Ophichthidae",77.8739958877853,0.194239030153385,2444.1454558289,12.6596596111406,3.79748411932415,0.327247225870484,40.7360041824579,35,"reef-associated","tropical","hunting macrofauna (predator)","eel_like","NE","Medium",0.5005,44.87,NA,"unknown"
"6687","Fis-26829","Actinopterygii","Anguilliformes","Ophichthidae",77.8739958877853,0.194239030153385,2444.1454558289,12.6596596111406,3.79748411932415,0.327247225870484,40.7360041824579,20,"reef-associated","tropical","hunting macrofauna (predator)","eel_like","NE","Medium",0.502,49.74,"minor commercial","unknown"
"6688","Fis-26830","Actinopterygii","Anguilliformes","Ophichthidae",77.8739958877853,0.194239030153385,2444.1454558289,12.6596596111406,3.79748411932415,0.327247225870484,40.7360041824579,10,"demersal","tropical","hunting macrofauna (predator)","eel_like","LC","Medium",0.502,45.04,"minor commercial","unknown"
"6689","Fis-26831","Actinopterygii","Anguilliformes","Ophichthidae",79.0784491298145,0.202880831679444,2356.07332475948,12.4639297548148,3.73298411241118,0.329266988924879,42.039626574794,22,"demersal","tropical",NA,"eel_like","NE","High",0.5,27.83,NA,"unknown"
"6690","Fis-26834","Actinopterygii","Tetraodontiformes","Ostraciidae",34.7279183401991,0.392621734519677,594.125961591069,6.52987796582264,2.02858737626128,0.811908148753521,19.1666614957859,60,"reef-associated","temperate",NA,"short_andor_deep","NE","High",0.5625,16.95,NA,"high"
"6691","Fis-26835","Actinopterygii","Perciformes","Sparidae",32.6014788188658,0.229220842774658,619.098681932607,11.0218525880863,2.61961735017863,0.479895069790004,16.0278592818125,100,"pelagic","subtropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,35.8,"commercial","high"
"6692","Fis-26838","Actinopterygii","Tetraodontiformes","Diodontidae",34.7279183401991,0.392621734519677,594.125961591069,6.52987796582264,2.02858737626128,0.811908148753521,19.1666614957859,100,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","NE",NA,1,26.6,"of no interest","unknown"
"6693","Fis-26839","Actinopterygii","Tetraodontiformes","Tetraodontidae",24.4963171625561,0.672315129002266,309.196850714213,4.49271534677624,1.36159266532046,1.32081428664147,14.4864657414428,NA,"demersal","tropical",NA,"short_andor_deep","LC","Low",0.5005,35.78,NA,"very high"
"6694","Fis-26842","Actinopterygii","Tetraodontiformes","Tetraodontidae",29.6271565276172,0.480316931815692,525.319591779686,5.96929731369204,1.83253285294921,0.94231483702088,17.413589224268,400,"reef-associated","tropical",NA,"short_andor_deep","LC","High",0.75,24.86,"of no interest",NA
"6695","Fis-26843","Actinopterygii","Tetraodontiformes","Tetraodontidae",29.6271565276172,0.480316931815692,525.319591779686,5.96929731369204,1.83253285294921,0.94231483702088,17.413589224268,435,"demersal","deep-water",NA,"short_andor_deep","LC","High",1,11.03,NA,"very high"
"6696","Fis-26844","Actinopterygii","Lophiiformes","Antennariidae",36.6286888364391,0.251170486141299,444.973573115548,8.72084859758122,2.5234027112433,0.46840192017173,18.9794277924427,90,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","NE","High",0.5005,10,NA,"unknown"
"6697","Fis-26845","Actinopterygii","Perciformes","Pinguipedidae",34.8193802968339,0.327877203648132,443.710834961476,8.90308501892353,2.09361766732854,0.579452217818047,18.1925507278071,NA,"demersal","tropical",NA,"elongated","NE","High",0.5,23.44,"of no interest","unknown"
"6698","Fis-26846","Actinopterygii","Perciformes","Sparidae",47.6384709255119,0.206282474678166,1653.82826529603,13.420060170998,3.23202103870456,0.38061023799366,23.9928335834746,60,"pelagic","tropical",NA,"fusiform_normal","LC","Low",1,52.24,"commercial","very high"
"6699","Fis-26850","Actinopterygii","Anguilliformes","Muraenidae",123.227228349164,0.109330850437054,11981.4949284002,19.3370856566747,5.96996977375684,0.21104249424587,58.4192931277796,60,"demersal","subtropical","hunting macrofauna (predator)","eel_like","LC","Low",0.5002,69.65,"subsistence fisheries","medium"
"6700","Fis-26851","Actinopterygii","Stomiiformes","Gonostomatidae",13.9104432355543,0.614789683065959,18.9780776199667,4.24980613770915,1.25094644763944,1.03704286587756,8.69295795178302,2000,"pelagic","deep-water",NA,"eel_like","LC","Low",1,51.96,"of no interest","unknown"
"6701","Fis-26852","Actinopterygii","Perciformes","Haemulidae",42.507732597161,0.286999967308363,868.682263958511,12.0161656961686,2.79940232266799,0.603495563597875,22.2219319864043,60,"demersal","subtropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5625,53.39,"commercial","medium"
"6702","Fis-26853","Actinopterygii","Perciformes","Sparidae",45.3059712631861,0.209773677626822,1349.73236696984,13.7234342133378,3.17943848098998,0.367522773187189,22.8125570176712,40,"pelagic","tropical","hunting macrofauna (predator)","short_andor_deep","NT","Medium",0.5001,39.33,"commercial","medium"
"6703","Fis-26854","Actinopterygii","Perciformes","Sparidae",51.6605455254254,0.229869398137924,2007.28094585679,12.193088199965,2.95590749765309,0.42915587478005,25.5982909729585,100,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","EN","Medium",0.625,37.31,"commercial","very high"
"6704","Fis-26855","Actinopterygii","Perciformes","Sparidae",34.8846199400003,0.257564341802647,581.632789304708,14.7973872983743,2.97984210565541,0.344636671842536,19.8704757872856,NA,"demersal","temperate","hunting macrofauna (predator)","fusiform_normal","LC","Low",0.5,55.12,"commercial","very high"
"6705","Fis-26856","Actinopterygii","Perciformes","Sparidae",41.511389473507,0.219871351711492,1136.44214653851,16.2463045643431,3.3124645527479,0.32080096100363,22.3412686650527,NA,"reef-associated","tropical",NA,"short_andor_deep","LC","Medium",0.5,39.33,NA,"very high"
"6706","Fis-26857","Actinopterygii","Perciformes","Sparidae",41.4700490673396,0.346446623950506,1218.63571410584,8.15926765560495,1.96796353591695,0.622544644428525,20.8844912566279,30,"pelagic","tropical","selective plankton feeding","short_andor_deep","NT","Medium",0.625,37.27,NA,"very high"
"6707","Fis-26858","Actinopterygii","Perciformes","Sparidae",35.1984943694909,0.203183479905615,772.348823997646,12.2115682992082,2.91604371254777,0.425496984193395,17.2453923932545,8,"reef-associated","tropical","variable","fusiform_normal","LC","Medium",0.5,32.37,"commercial","high"
"6708","Fis-26860","Actinopterygii","Atheriniformes","Atherinidae",19.7776725433949,0.409609158056213,76.3452187088417,5.52617535220051,1.74744464008708,0.796640225025649,11.5410335276671,5,"reef-associated","tropical",NA,"elongated","NE","High",0.5001,27.89,"of no interest",NA
"6709","Fis-26861","Actinopterygii","Beloniformes","Belonidae",43.3933897796924,0.469069576453457,536.902665148791,6.09321687348981,1.83496593361858,0.785517336969041,24.0042646967597,3,"reef-associated","tropical","hunting macrofauna (predator)","elongated","NE","Low",0.5001,58.6,"subsistence fisheries","high"
"6710","Fis-26865","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,40,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Low",0.5,50.33,"minor commercial","very high"
"6711","Fis-26866","Actinopterygii","Tetraodontiformes","Ostraciidae",34.7279183401991,0.392621734519677,594.125961591069,6.52987796582264,2.02858737626128,0.811908148753521,19.1666614957859,110,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","High",0.5625,16,"minor commercial","high"
"6712","Fis-26868","Actinopterygii","Perciformes","Callionymidae",31.6012800561899,0.401181482292048,274.572915531826,7.50599441488033,2.00215091695612,0.711914843683749,17.9978703962261,75,"demersal","tropical",NA,"fusiform_normal","NE","High",0.5,22.42,NA,"unknown"
"6713","Fis-26883","Actinopterygii","Perciformes","Sparidae",36.9137141525709,0.31230558640823,772.799414732129,10.2156031858996,2.8412530714402,0.561960901259553,20.5174200842394,NA,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5156,37.19,"commercial","very high"
"6714","Fis-26885","Actinopterygii","Atheriniformes","Atherinopsidae",27.4851815907191,0.589827756596366,209.834067154467,4.15271841704398,1.38805524348537,1.05874484312503,16.3299279131811,NA,"pelagic","tropical","hunting macrofauna (predator)","elongated","LC","High",0.5,22.35,NA,"low"
"6715","Fis-26886","Actinopterygii","Gadiformes","Macrouridae",28.3515740525144,0.216095408836139,106.862490403617,19.3792150107091,4.95762336260806,0.322317553294951,18.3609306977794,4262,"pelagic","deep-water","hunting macrofauna (predator)","elongated","LC","Low",0.5,61.44,NA,"medium"
"6716","Fis-26887","Actinopterygii","Gadiformes","Macrouridae",28.4805870676406,0.218157442077941,107.801763630737,19.2717507970699,4.92682871334142,0.32436376955381,18.451763505617,2830,"demersal","deep-water","variable","elongated","LC","Low",0.5,54.26,"of no interest",NA
"6717","Fis-26888","Actinopterygii","Ophidiiformes","Bythitidae",11.7865957900781,0.718720077523689,12.9047270615074,4.25656475024956,1.19621522157682,1.21825002277411,7.50703253814534,1000,"demersal","deep-water","hunting macrofauna (predator)","elongated","LC","Medium",0.5002,14.44,"of no interest","unknown"
"6718","Fis-26889","Actinopterygii","Tetraodontiformes","Tetraodontidae",24.4963171625561,0.672315129002266,309.196850714213,4.49271534677624,1.36159266532046,1.32081428664147,14.4864657414428,NA,"demersal","subtropical",NA,"short_andor_deep","LC","Medium",0.5005,31.05,"of no interest",NA
"6719","Fis-26891","Actinopterygii","Beryciformes","Monocentridae",21.2696854649777,0.304279746057477,91.285217131839,7.27473554666963,2.4798000797915,0.704655580260794,12.08281900654,250,"reef-associated","tropical",NA,"short_andor_deep","NE","Low",0.6875,41.61,"of no interest","unknown"
"6720","Fis-26893","Actinopterygii","Perciformes","Stromateidae",39.7482947431976,0.532315194171729,1413.08147240928,7.41761014631185,1.76883977466411,0.844114470526908,22.7714303442623,NA,"pelagic","tropical","variable","short_andor_deep","NE","High",0.5313,23.69,"minor commercial","high"
"6721","Fis-26894","Actinopterygii","Perciformes","Pinguipedidae",34.8193802968339,0.327877203648132,443.710834961476,8.90308501892353,2.09361766732854,0.579452217818047,18.1925507278071,120,"demersal","tropical",NA,"elongated","NE","High",0.5,27.98,NA,"unknown"
"6722","Fis-26895","Actinopterygii","Tetraodontiformes","Triacanthidae",36.1874504070557,0.351085952073328,682.86929619064,7.10614695152834,2.22003335221972,0.736958491163199,19.8416034117989,110,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","NE","Medium",1.0078,31.97,"minor commercial","unknown"
"6723","Fis-26896","Actinopterygii","Tetraodontiformes","Ostraciidae",34.7279183401991,0.392621734519677,594.125961591069,6.52987796582264,2.02858737626128,0.811908148753521,19.1666614957859,80,"reef-associated","tropical",NA,"short_andor_deep","NE","High",1,16,NA,"high"
"6724","Fis-26899","Actinopterygii","Tetraodontiformes","Tetraodontidae",56.7376266731896,0.392236953007943,3001.75068885857,8.22208347652863,2.47672598549372,0.674142963040058,32.9618976460752,NA,"demersal","temperate","hunting macrofauna (predator)","fusiform_normal","NT","Medium",0.5,30.21,"highly commercial","very high"
"6725","Fis-26901","Actinopterygii","Perciformes","Serranidae",98.8893588936229,0.134130250241778,14093.8338244926,26.0662506319495,9.31485257645515,0.246641145044592,59.6795603533487,73,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","VU","Medium",0.5,56.43,"commercial","high"
"6726","Fis-26903","Elasmobranchii","Torpediniformes","Narcinidae",119.523750558741,0.126564469325331,9928.05143401141,20.2122724461317,8.08536230247605,0.21910425040864,72.6144783508093,NA,"demersal","tropical",NA,"other","DD","Low",0.5,20,NA,"unknown"
"6727","Fis-26904","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,76,"reef-associated","tropical","hunting macrofauna (predator)","elongated","LC","Medium",0.5,31.66,"minor commercial","very high"
"6728","Fis-26905","Actinopterygii","Perciformes","Pomacentridae",16.618490642022,0.591430522560506,62.6425215372436,5.5519606472921,1.31405775711775,1.03094102807509,9.57493717303021,30,"reef-associated","tropical",NA,"fusiform_normal","NE","High",0.5,18.58,"of no interest","unknown"
"6729","Fis-26906","Elasmobranchii","Pristiformes","Pristidae",248.712742526995,0.102716381828282,77954.0872588449,26.1138259794718,10.4426111805752,0.166933082159831,142.794239524857,40,"pelagic","tropical","hunting macrofauna (predator)","elongated","EN","Low",1.0078,77.96,"commercial","medium"
"6730","Fis-26907","Actinopterygii","Perciformes","Latidae",59.5298654228469,0.296012099745966,2176.72795175095,9.74856675896866,2.2697613500257,0.533684334456406,28.4230560381039,12,"reef-associated","tropical",NA,"fusiform_normal","NE","High",1.0001,28.51,"commercial","unknown"
"6731","Fis-26908","Actinopterygii","Perciformes","Emmelichthyidae",45.4514309562401,0.248103106227375,1073.8784137475,14.2096479465468,2.73117850631913,0.377787196513857,23.9940820209212,428,"pelagic","temperate","selective plankton feeding","short_andor_deep","NE","Medium",0.5156,33.14,"commercial","high"
"6732","Fis-26910","Elasmobranchii","Myliobatiformes","Urotrygonidae",111.302333981818,0.144019436703335,5614.41929135077,14.7225039856361,5.33647399420661,0.275747830841239,57.9019755892444,60,"demersal","subtropical","hunting macrofauna (predator)","other","DD","Low",0.5001,21.74,NA,"medium"
"6733","Fis-26911","Actinopterygii","Batrachoidiformes","Batrachoididae",34.8391678129154,0.289994923489733,400.961057770881,8.67518131721267,2.53375315633692,0.53668399035833,19.0332794374377,137,"demersal","tropical",NA,"elongated","LC","Medium",0.5001,36.05,NA,"unknown"
"6734","Fis-26914","Actinopterygii","Tetraodontiformes","Balistidae",34.2230314378629,0.409157374619061,724.140324308189,5.41144519770768,1.81553259331815,1.07321978860293,17.6827974148188,36,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Low",0.625,59.14,NA,"medium"
"6735","Fis-26917","Actinopterygii","Anguilliformes","Congridae",75.942781653355,0.153173128989078,3380.00155735265,14.6948722702036,4.53993652019882,0.287736663885934,39.1787086092487,30,"demersal","tropical","hunting macrofauna (predator)","eel_like","NE","Medium",0.5,36.81,NA,"medium"
"6736","Fis-26919","Actinopterygii","Perciformes","Pomacentridae",16.618490642022,0.591430522560506,62.6425215372436,5.5519606472921,1.31405775711775,1.03094102807509,9.57493717303021,5,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","NE","High",0.5078,27.77,NA,"unknown"
"6737","Fis-26920","Actinopterygii","Perciformes","Ephippidae",41.4018238318573,0.348076177524181,780.851619767281,9.50509928301868,2.31128592752093,0.578761257011342,22.6752917887691,30,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","NE","High",0.75,27.35,"commercial","medium"
"6738","Fis-26921","Actinopterygii","Perciformes","Trichiuridae",80.4213248132246,0.305189277820787,1326.15585584303,9.12617299958139,2.18000525215303,0.470672044547617,37.436212491643,80,"pelagic","tropical","hunting macrofauna (predator)","elongated","NE","High",0.75,29.61,"commercial","medium"
"6739","Fis-26922","Actinopterygii","Perciformes","Pomacentridae",17.8290203970463,0.626172365727391,75.5253992991758,5.37950274591175,1.26807102236949,1.0736746136836,10.2242860681448,12,"reef-associated","tropical","variable","short_andor_deep","LC","Medium",0.5,29.33,NA,"unknown"
"6740","Fis-26924","Actinopterygii","Scorpaeniformes","Peristediidae",30.5126467174706,0.251481116660215,300.017901499628,10.6369591375325,3.23134233059556,0.423790243529509,17.6735881395199,304,"demersal","deep-water",NA,"elongated","NE","Medium",1,39.4,"of no interest","unknown"
"6741","Fis-26926","Actinopterygii","Anguilliformes","Congridae",75.942781653355,0.153173128989078,3380.00155735265,14.6948722702036,4.53993652019882,0.287736663885934,39.1787086092487,355,"reef-associated","tropical",NA,"eel_like","NE","Medium",0.5,37.84,"of no interest",NA
"6742","Fis-26928","Actinopterygii","Perciformes","Haemulidae",57.627544635072,0.201039209103991,2706.19741718599,15.5389347565973,3.69901216106821,0.469712578388626,28.1151364029372,30,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Low",0.5039,57.63,"commercial","medium"
"6743","Fis-26930","Actinopterygii","Perciformes","Haemulidae",50.4420525575485,0.238224275924643,1722.86945874266,13.6995079196381,3.23112551019086,0.536314651401553,25.2707798751245,30,"reef-associated","tropical","other","short_andor_deep","LC","Medium",0.5039,35.96,NA,"medium"
"6744","Fis-26931","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,NA,"reef-associated","tropical",NA,"elongated","LC","High",0.5,24.63,NA,"very high"
"6745","Fis-26932","Elasmobranchii","Myliobatiformes","Gymnuridae",111.302333981818,0.144019436703335,5614.41929135077,14.7225039856361,5.33647399420661,0.275747830841239,57.9019755892444,NA,"demersal","tropical",NA,"other","NT","Low",0.5,50.8,"commercial","medium"
